subject,sex,age,bigram_freq,Conc_initial,concreteness,Freq_initial,word_freq,Group,Initial,diversity,Letters_initial,letters,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,item,W_NW,accuracy,correct,correct_response,response_time,word_freq,freq_init,trans_prob
23,1,42,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,85.4368932,1,[word_response],466,22864,72077,0.002580574
14,0,22,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,89.83739837,1,[word_response],488,22864,72077,0.002580574
1,1,30,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,78.94736842,1,[word_response],494,22864,72077,0.002580574
18,1,25,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,92.61083744,1,[word_response],511,22864,72077,0.002580574
10,1,21,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,94.73684211,1,[word_response],519,22864,72077,0.002580574
12,0,24,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,92.75362319,1,[word_response],525,22864,72077,0.002580574
8,1,30,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,87.17948718,1,[word_response],564,22864,72077,0.002580574
27,1,46,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,85.39325843,1,[word_response],583,22864,72077,0.002580574
13,1,29,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,96.20253165,1,[word_response],622,22864,72077,0.002580574
26,0,51,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,81.1023622,1,[word_response],655,22864,72077,0.002580574
11,1,20,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,92.9245283,1,[word_response],669,22864,72077,0.002580574
29,0,29,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,94.87179487,1,[word_response],713,22864,72077,0.002580574
28,1,30,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,85.71428571,1,[word_response],713,22864,72077,0.002580574
17,1,33,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,97.05882353,1,[word_response],714,22864,72077,0.002580574
5,1,29,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,93.63636364,1,[word_response],719,22864,72077,0.002580574
19,1,46,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,88.88888889,1,[word_response],794,22864,72077,0.002580574
24,1,48,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,74.13793103,1,[word_response],911,22864,72077,0.002580574
20,1,23,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,93.75,1,[word_response],1109,22864,72077,0.002580574
25,1,47,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,77.71084337,1,[word_response],1122,22864,72077,0.002580574
2,1,50,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,89.03508772,1,[word_response],1223,22864,72077,0.002580574
3,1,60,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,85.18518519,1,[word_response],1313,22864,72077,0.002580574
9,1,46,186,2.79,2.38,720.77,228.64,High Diversity,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,85.18518519,1,[word_response],1313,22864,72077,0.002580574
14,0,22,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,90.10238908,1,[word_response],279,6325,18249,0.002575484
18,1,25,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,92.24489796,1,[word_response],440,6325,18249,0.002575484
13,1,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,97.8021978,1,[word_response],462,6325,18249,0.002575484
12,0,24,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,93.33333333,1,[word_response],487,6325,18249,0.002575484
18,1,25,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,92.59259259,1,[word_response],492,6325,18249,0.002575484
21,1,18,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.82352941,1,[word_response],499,6325,18249,0.002575484
5,1,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.47511312,1,[word_response],504,6325,18249,0.002575484
22,1,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.95375723,1,[word_response],504,6325,18249,0.002575484
14,0,22,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,90.84249084,1,[word_response],506,6325,18249,0.002575484
1,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,81.43459916,1,[word_response],507,6325,18249,0.002575484
7,0,38,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.36363636,1,[word_response],516,6325,18249,0.002575484
10,1,21,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.36231884,1,[word_response],525,6325,18249,0.002575484
1,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,80.1242236,1,[word_response],528,6325,18249,0.002575484
20,1,23,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.23809524,1,[word_response],546,6325,18249,0.002575484
5,1,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,94.96855346,1,[word_response],551,6325,18249,0.002575484
8,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,90.19607843,1,[word_response],552,6325,18249,0.002575484
17,1,33,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,97.58454106,1,[word_response],554,6325,18249,0.002575484
28,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.23529412,1,[word_response],557,6325,18249,0.002575484
13,1,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,94.05940594,1,[word_response],560,6325,18249,0.002575484
17,1,33,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,97.12230216,1,[word_response],579,6325,18249,0.002575484
7,0,38,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.53046595,1,[word_response],588,6325,18249,0.002575484
27,1,46,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,86.06060606,1,[word_response],600,6325,18249,0.002575484
23,1,42,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,87.25490196,1,[word_response],601,6325,18249,0.002575484
8,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.46153846,1,[word_response],607,6325,18249,0.002575484
10,1,21,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.04132231,1,[word_response],627,6325,18249,0.002575484
3,1,60,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,86.50306748,1,[word_response],632,6325,18249,0.002575484
9,1,46,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,86.50306748,1,[word_response],632,6325,18249,0.002575484
3,1,60,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,85.56701031,1,[word_response],670,6325,18249,0.002575484
9,1,46,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,85.56701031,1,[word_response],670,6325,18249,0.002575484
11,1,20,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,93.56060606,1,[word_response],679,6325,18249,0.002575484
28,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,86.36363636,1,[word_response],688,6325,18249,0.002575484
27,1,46,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,85.48387097,1,[word_response],696,6325,18249,0.002575484
25,1,47,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,80.43478261,1,[word_response],698,6325,18249,0.002575484
11,1,20,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,93.29073482,1,[word_response],703,6325,18249,0.002575484
21,1,18,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.68613139,1,[word_response],729,6325,18249,0.002575484
12,0,24,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,92.30769231,1,[word_response],748,6325,18249,0.002575484
26,0,51,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,81.05263158,1,[word_response],749,6325,18249,0.002575484
26,0,51,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,80.09950249,1,[word_response],779,6325,18249,0.002575484
22,1,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,96.8627451,1,[word_response],791,6325,18249,0.002575484
25,1,47,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,76.31578947,1,[word_response],814,6325,18249,0.002575484
24,1,48,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,78.23129252,1,[word_response],860,6325,18249,0.002575484
6,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,77.62711864,1,[word_response],863,6325,18249,0.002575484
2,1,50,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,89.17748918,1,[word_response],867,6325,18249,0.002575484
24,1,48,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,76.13636364,1,[word_response],877,6325,18249,0.002575484
23,1,42,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,85.71428571,1,[word_response],878,6325,18249,0.002575484
20,1,23,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,92.59259259,1,[word_response],888,6325,18249,0.002575484
6,1,30,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,73.46938776,1,[word_response],918,6325,18249,0.002575484
19,1,46,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,90.61583578,1,[word_response],931,6325,18249,0.002575484
29,0,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.68345324,1,[word_response],953,6325,18249,0.002575484
2,1,50,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,89.7260274,1,[word_response],989,6325,18249,0.002575484
29,0,29,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,94.42379182,1,[word_response],1204,6325,18249,0.002575484
19,1,46,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,88.57142857,1,[word_response],1220,6325,18249,0.002575484
16,1,22,47,2.07,3.66,182.49,63.25,High Diversity,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,87.27272727,1,[word_response],1293,6325,18249,0.002575484
14,0,22,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,89.28571429,1,[word_response],355,8760,168392,0.002078484
20,1,23,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,95.4248366,1,[word_response],394,8760,168392,0.002078484
18,1,25,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,92.78350515,1,[word_response],416,8760,168392,0.002078484
7,0,38,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,89.26553672,1,[word_response],425,8760,168392,0.002078484
10,1,21,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,95.61128527,1,[word_response],433,8760,168392,0.002078484
1,1,30,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,82.25806452,1,[word_response],434,8760,168392,0.002078484
17,1,33,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,97.93814433,1,[word_response],456,8760,168392,0.002078484
8,1,30,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,92.69662921,1,[word_response],482,8760,168392,0.002078484
25,1,47,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,80.34934498,1,[word_response],541,8760,168392,0.002078484
3,1,60,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,86.25,1,[word_response],542,8760,168392,0.002078484
9,1,46,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,86.25,1,[word_response],542,8760,168392,0.002078484
5,1,29,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,95.63106796,1,[word_response],544,8760,168392,0.002078484
13,1,29,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,97.54098361,1,[word_response],544,8760,168392,0.002078484
22,1,29,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,95.89041096,1,[word_response],603,8760,168392,0.002078484
21,1,18,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,87.56218905,1,[word_response],613,8760,168392,0.002078484
23,1,42,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,87,1,[word_response],620,8760,168392,0.002078484
19,1,46,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,90.93406593,1,[word_response],634,8760,168392,0.002078484
27,1,46,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,86.11111111,1,[word_response],665,8760,168392,0.002078484
11,1,20,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,93.66197183,1,[word_response],668,8760,168392,0.002078484
6,1,30,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,81.04395604,1,[word_response],678,8760,168392,0.002078484
24,1,48,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,76.19047619,1,[word_response],705,8760,168392,0.002078484
28,1,30,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,89.91596639,1,[word_response],714,8760,168392,0.002078484
12,0,24,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,93.01075269,1,[word_response],735,8760,168392,0.002078484
29,0,29,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,96.22641509,1,[word_response],910,8760,168392,0.002078484
26,0,51,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,81.42414861,1,[word_response],1018,8760,168392,0.002078484
2,1,50,350,1.34,1.78,1683.92,87.6,High Diversity,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,90.0990099,1,[word_response],1138,8760,168392,0.002078484
7,0,38,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,89.31506849,1,[word_response],371,17309,197116,0.001943018
21,1,18,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,87.37864078,1,[word_response],423,17309,197116,0.001943018
18,1,25,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,92.92929293,1,[word_response],442,17309,197116,0.001943018
17,1,33,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,98.07692308,1,[word_response],485,17309,197116,0.001943018
10,1,21,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,95.71865443,1,[word_response],485,17309,197116,0.001943018
13,1,29,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,97.1563981,1,[word_response],493,17309,197116,0.001943018
14,0,22,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,90.06849315,1,[word_response],497,17309,197116,0.001943018
1,1,30,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,81.73913043,1,[word_response],501,17309,197116,0.001943018
20,1,23,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,95.65217391,1,[word_response],547,17309,197116,0.001943018
27,1,46,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,85.91549296,1,[word_response],554,17309,197116,0.001943018
8,1,30,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,91.54929577,1,[word_response],576,17309,197116,0.001943018
5,1,29,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,95.6097561,1,[word_response],581,17309,197116,0.001943018
3,1,60,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,85.95317726,1,[word_response],589,17309,197116,0.001943018
9,1,46,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,85.95317726,1,[word_response],589,17309,197116,0.001943018
25,1,47,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,80.93220339,1,[word_response],611,17309,197116,0.001943018
24,1,48,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,76.92307692,1,[word_response],613,17309,197116,0.001943018
22,1,29,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,96.44128114,1,[word_response],633,17309,197116,0.001943018
12,0,24,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,90.72164948,1,[word_response],685,17309,197116,0.001943018
11,1,20,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,93.8028169,1,[word_response],705,17309,197116,0.001943018
26,0,51,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,81.41891892,1,[word_response],792,17309,197116,0.001943018
23,1,42,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,87.31117825,1,[word_response],796,17309,197116,0.001943018
28,1,30,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,88.97637795,1,[word_response],837,17309,197116,0.001943018
19,1,46,383,1.77,4.04,1971.16,173.09,High Diversity,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,90.28776978,1,[word_response],1126,17309,197116,0.001943018
7,0,38,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,88.31775701,1,[word_response],365,31588,322832,0.001858552
21,1,18,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,89.14285714,1,[word_response],409,31588,322832,0.001858552
18,1,25,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,92.13973799,1,[word_response],463,31588,322832,0.001858552
12,0,24,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,96,1,[word_response],491,31588,322832,0.001858552
24,1,48,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,74.32432432,1,[word_response],506,31588,322832,0.001858552
22,1,29,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,96.31578947,1,[word_response],511,31588,322832,0.001858552
27,1,46,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,85.65400844,1,[word_response],517,31588,322832,0.001858552
23,1,42,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,85.83690987,1,[word_response],542,31588,322832,0.001858552
5,1,29,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,94.26229508,1,[word_response],576,31588,322832,0.001858552
1,1,30,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,76.74418605,1,[word_response],597,31588,322832,0.001858552
11,1,20,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,92.63157895,1,[word_response],603,31588,322832,0.001858552
13,1,29,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,94.44444444,1,[word_response],606,31588,322832,0.001858552
17,1,33,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,97.68786127,1,[word_response],630,31588,322832,0.001858552
10,1,21,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,95,1,[word_response],632,31588,322832,0.001858552
14,0,22,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,89.27038627,1,[word_response],648,31588,322832,0.001858552
26,0,51,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,81.4516129,1,[word_response],715,31588,322832,0.001858552
20,1,23,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,95.34883721,1,[word_response],754,31588,322832,0.001858552
28,1,30,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,89.55223881,1,[word_response],796,31588,322832,0.001858552
8,1,30,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,88.88888889,1,[word_response],810,31588,322832,0.001858552
2,1,50,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,89.21933086,1,[word_response],867,31588,322832,0.001858552
25,1,47,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,77.01863354,1,[word_response],1046,31588,322832,0.001858552
3,1,60,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,85.22727273,1,[word_response],1108,31588,322832,0.001858552
9,1,46,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,85.22727273,1,[word_response],1108,31588,322832,0.001858552
29,0,29,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,95.58823529,1,[word_response],1330,31588,322832,0.001858552
16,1,22,600,1.48,1.66,3228.32,315.88,High Diversity,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,79.41176471,1,[word_response],1414,31588,322832,0.001858552
5,1,29,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,94.48818898,1,[word_response],359,14421,138337,0.001850553
10,1,21,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,95.39748954,1,[word_response],420,14421,138337,0.001850553
7,0,38,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,88.30188679,1,[word_response],451,14421,138337,0.001850553
14,0,22,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,89.59276018,1,[word_response],459,14421,138337,0.001850553
23,1,42,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,85.04672897,1,[word_response],527,14421,138337,0.001850553
25,1,47,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,77.55102041,1,[word_response],532,14421,138337,0.001850553
27,1,46,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,85.58951965,1,[word_response],556,14421,138337,0.001850553
22,1,29,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,96.5,1,[word_response],569,14421,138337,0.001850553
1,1,30,256,2.37,2.89,1383.37,144.21,High Diversity,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,80.10752688,1,[word_response],645,14421,138337,0.001850553
