age,bigram_freq,concreteness,word_freq,Initial,diversity,letters,subject,sex,item,correct,response_time,trans_prob
29,,,0,ratite,,,22,1,cirsp,1,705,0
29,,,0,very,,,22,1,braed,1,737,0
29,,,0,whacking,,,22,1,pnoy,1,607,0
29,,,0,common,,,22,1,gruond,1,470,0
29,0,2.67,182,jumentous,#N/A,4,22,1,toil,0,1314,0
29,107,2.08,7763,heart,120,7,22,1,failure,1,702,0.007792019
29,,,0,screwy,,,22,1,kist,0,590,0
29,,,0,worldly,,,22,1,piont,1,645,0
29,0,3.72,35144,labarum,#N/A,4,22,1,area,1,665,0
29,350,1.78,8760,could,790,6,22,1,happen,1,603,0.002078484
29,,,0,martlet,,,22,1,perss,1,722,0
29,,,0,jumentous,,,22,1,tiol,1,690,0
29,50,1.89,11494,spent,100,6,22,1,nearly,1,981,0.004243041
29,,,0,marbled,,,22,1,tcuk,1,827,0
29,0,4.61,196,logomachy,#N/A,4,22,1,soot,0,700,0
29,0,2.23,38747,wanker,#N/A,4,22,1,away,1,610,0
29,11,3.63,17613,ghostly,1,6,22,1,figure,1,783,0.042307692
29,49,3.48,23698,lagging,1,6,22,1,behind,1,584,0.494949495
29,0,4.07,428,panurgic,#N/A,4,22,1,stab,1,854,0
29,10,1.8,23361,marbled,1,6,22,1,effect,1,526,0.091743119
29,0,4.4,606,crotch,#N/A,6,22,1,sewing,1,616,0
29,,,0,logomachy,,,22,1,soto,1,675,0
29,22,3.3,49385,from,3081,6,22,1,number,1,545,5.31999E-05
29,,,0,runny,,,22,1,scorll,1,1171,0
29,0,3.89,1171,omophagy,#N/A,4,22,1,sigh,1,715,0
29,0,3.9,13115,martlet,#N/A,5,22,1,press,1,1858,0
29,,,0,ghostly,,,22,1,lmip,1,732,0
29,,,0,panurgic,,,22,1,satb,1,1457,0
29,,,0,just,,,22,1,deisgn,1,1577,0
29,,,0,nacarat,,,22,1,salst,1,1340,0
29,,,0,omophagy,,,22,1,sihg,1,585,0
29,,,0,from,,,22,1,godl,1,533,0
29,,,0,clearly,,,22,1,graet,1,450,0
29,19,4.26,10142,worldly,1,5,22,1,goods,1,612,0.076305221
29,11,3.78,16465,croquet,1,4,22,1,club,1,510,0.076923077
29,,,0,heart,,,22,1,behnid,1,588,0
29,,,0,will,,,22,1,pltae,1,471,0
29,11,4.68,14104,musket,1,4,22,1,fire,1,663,0.183333333
29,,,0,cadence,,,22,1,nihgt,1,832,0
29,0,4.47,431,screwy,#N/A,4,22,1,kits,1,897,0
29,,,0,could,,,22,1,culb,1,657,0
29,,,0,total,,,22,1,figrue,1,1291,0
29,,,0,about,,,22,1,nsoe,1,491,0
29,,,0,research,,,22,1,swtich,1,556,0
29,,,0,lagging,,,22,1,yrads,1,440,0
29,,,0,crotch,,,22,1,sewnig,1,522,0
29,190,3.67,14309,just,895,6,22,1,inside,1,568,0.001466615
29,10,3.27,12939,cadence,1,6,22,1,design,1,1219,0.192307692
29,,,0,dimmer,,,22,1,digets,0,1606,0
29,,,0,must,,,22,1,efefct,1,1130,0
29,33,4.89,4337,runny,1,4,22,1,nose,1,592,0.358695652
29,0,3.39,758,uniped,#N/A,4,22,1,dash,1,541,0
29,48,4.25,8938,support,208,7,22,1,machine,1,489,0.001608849
29,80,2.04,10068,total,261,4,22,1,lack,1,728,0.004553734
29,0,3.69,798,ratite,#N/A,5,22,1,crisp,1,431,0
29,,,0,spent,,,22,1,godos,1,1665,0
29,230,2.37,27813,must,448,4,22,1,keep,1,513,0.00316931
29,,,0,carat,,,22,1,gruop,1,1231,0
29,239,2.86,13265,living,154,5,22,1,alone,1,514,0.014930035
29,71,4.81,7792,carat,1,4,22,1,gold,1,528,0.496503497
29,11,4.07,3316,dimmer,2,6,22,1,switch,1,477,0.150684932
29,,,0,sinker,,,22,1,haet,1,573,0
29,0,3.97,7398,solander,#N/A,4,22,1,draw,1,555,0
29,47,3.66,6325,common,269,6,22,1,object,1,504,0.002575484
29,,,0,living,,,22,1,clel,1,630,0
29,,,0,solander,,,22,1,darw,1,672,0
29,,,0,support,,,22,1,frie,1,1622,0
29,11,4.77,16200,hallowed,1,6,22,1,ground,1,488,0.083333333
29,32,4.77,4096,sinker,1,5,22,1,plate,1,1336,0.470588235
29,12,1.81,45217,whacking,1,5,22,1,great,1,2102,0.279069767
29,146,3.38,10700,very,987,4,22,1,deep,1,1317,0.001186153
29,,,0,crusty,,,22,1,haed,1,1029,0
29,,,0,uniped,,,22,1,dsah,1,543,0
29,37,3,9518,research,284,8,22,1,campaign,1,940,0.001370777
29,,,0,croquet,,,22,1,pbu,1,779,0
29,0,4.46,1183,thurifer,#N/A,4,22,1,bile,0,1374,0
29,0,4.89,406,nacarat,#N/A,5,22,1,salts,1,1227,0
29,37,4.92,3770,crusty,1,5,22,1,bread,1,524,0.253424658
29,,,0,hallowed,,,22,1,agll,1,522,0
29,,,0,thurifer,,,22,1,blie,1,488,0
29,363,2.07,5898,clearly,215,7,22,1,defined,1,601,0.023649749
29,,,0,labarum,,,22,1,arae,1,690,0
29,,,0,wanker,,,22,1,aawy,1,474,0
29,,,0,zoolatry,,,22,1,buisness,0,1162,0
42,,,0,local,,,23,1,chidlren,1,1040,0
42,,,0,shot,,,23,1,daed,1,676,0
42,,,0,puck,,,23,1,tiems,1,1019,0
42,,,0,date,,,23,1,awrad,1,800,0
42,,,0,always,,,23,1,steret,1,993,0
42,,,0,wide,,,23,1,ragne,1,682,0
42,,,0,hoax,,,23,1,laeyr,1,595,0
42,,,0,slug,,,23,1,acecss,1,1160,0
42,,,0,inner,,,23,1,ctiy,1,762,0
42,,,0,daily,,,23,1,psot,1,687,0
42,,,0,credit,,,23,1,crad,1,900,0
42,,,0,markup,,,23,1,wrie,1,705,0
42,,,0,rethinks,,,23,1,acecpt,0,610,0
42,,,0,make,,,23,1,srue,1,746,0
42,,,0,slush,,,23,1,pratcice,0,652,0
42,,,0,abase,,,23,1,clal,1,630,0
42,,,0,many,,,23,1,dnoe,1,638,0
42,,,0,last,,,23,1,nihgt,1,673,0
42,,,0,award,,,23,1,tilte,1,658,0
42,,,0,index,,,23,1,clsoed,1,712,0
42,,,0,gunboat,,,23,1,absnece,0,590,0
42,,,0,geese,,,23,1,stlye,0,1063,0
42,,,0,cycle,,,23,1,fnud,1,527,0
42,,,0,other,,,23,1,hnad,1,652,0
42,,,0,time,,,23,1,amry,1,718,0
42,,,0,winds,,,23,1,acitve,0,560,0
42,,,0,case,,,23,1,unoin,1,532,0
42,,,0,building,,,23,1,abvoe,1,652,0
42,,,0,briskly,,,23,1,albe,0,1025,0
42,,,0,interest,,,23,1,aicd,1,761,0
42,,,0,second,,,23,1,hlaf,1,552,0
42,,,0,oaken,,,23,1,fiar,1,874,0
42,,,0,trillion,,,23,1,accuont,0,474,0
42,,,0,bloody,,,23,1,hlel,1,617,0
42,,,0,really,,,23,1,rian,1,787,0
42,,,0,enforced,,,23,1,fvie,1,566,0
42,,,0,armed,,,23,1,focres,0,735,0
42,,,0,vexes,,,23,1,lanugage,0,546,0
42,,,0,stippled ,,,23,1,fcae,1,540,0
42,,,0,before,,,23,1,grwoth,1,539,0
42,,,0,rustic,,,23,1,thnig,1,534,0
42,,,0,craggy,,,23,1,watse,1,545,0
42,,,0,systems,,,23,1,acutal,0,557,0
42,,,0,cash,,,23,1,folw,1,558,0
42,,,0,faith,,,23,1,acorss,1,965,0
42,,,0,people,,,23,1,numebr,0,502,0
42,,,0,way,,,23,1,agere,1,759,0
42,,,0,fifty,,,23,1,afarid,1,909,0
42,,,0,acid,,,23,1,adedd,1,610,0
42,,,0,drubs,,,23,1,nugde,0,1230,0
42,,,0,fart,,,23,1,ocurse,1,641,0
42,,,0,bile,,,23,1,ptah,1,562,0
42,,,0,ozone,,,23,1,acheive,0,604,0
42,,,0,chow,,,23,1,trdae,1,595,0
42,,,0,secret,,,23,1,whsoe,1,541,0
42,,,0,quickly,,,23,1,allwo,1,720,0
42,,,0,barbed,,,23,1,folor,1,594,0
42,,,0,their,,,23,1,fodo,1,550,0
42,,,0,recent,,,23,1,adrdess,1,851,0
42,,,0,rugby,,,23,1,stgae,1,657,0
42,,,0,meet,,,23,1,ogne,1,599,0
42,,,0,less,,,23,1,fuond,1,658,0
42,,,0,gimlet,,,23,1,coidng,1,842,0
42,,,0,large,,,23,1,wtis,1,652,0
42,,,0,ski,,,23,1,aicrraft,0,532,0
42,,,0,snuffles,,,23,1,moedl,1,706,0
42,,,0,glide,,,23,1,dorop,1,714,0
42,,,0,oval,,,23,1,hispter,0,656,0
42,,,0,recede,,,23,1,scoks,1,615,0
42,,,0,want,,,23,1,scayl,1,579,0
42,,,0,coiled,,,23,1,shrot,1,545,0
42,,,0,chilli,,,23,1,acll,1,672,0
42,,,0,funny,,,23,1,adlut,1,633,0
42,,,0,toxic,,,23,1,tset,1,546,0
42,,,0,lifer ,,,23,1,hgus,1,542,0
42,,,0,good,,,23,1,adavnce,0,477,0
42,,,0,hostile,,,23,1,rnik,1,613,0
42,,,0,berate,,,23,1,ivnolved,1,939,0
42,,,0,reaches,,,23,1,timesr,0,671,0
42,,,0,have,,,23,1,sihgt,1,557,0
42,,,0,eighth,,,23,1,atcion,0,549,0
42,,,0,fleet,,,23,1,adivce,1,922,0
42,,,0,year,,,23,1,hunderd,0,746,0
42,,,0,larval,,,23,1,ofod,1,879,0
42,,,0,canned,,,23,1,aggs,0,649,0
42,,,0,tides,,,23,1,muave,1,682,0
42,,,0,give,,,23,1,langugae,0,595,0
42,,,0,pelvic,,,23,1,strete,1,871,0
42,,,0,darn,,,23,1,agered,1,786,0
42,,,0,rapid,,,23,1,sprnig,1,813,0
42,,,0,should,,,23,1,baer,1,623,0
42,11,4.7,487,volt,1,5,23,1,meter,1,536,0.0859375
42,12,2.52,985,downright,2,4,23,1,rude,1,518,0.043010753
42,,,0,beady,,,23,1,insdie,1,661,0
42,84,2.04,5083,this,2909,7,23,1,ancient,1,1070,0.000181331
42,,,0,with,,,23,1,nubmer,1,728,0
42,10,4.12,41547,polyp,1,5,23,1,group,1,636,0.113636364
42,,,0,abaya,,,23,1,pian,1,759,0
42,,,0,shitty,,,23,1,durm,1,621,0
42,,,0,plate,,,23,1,cgae,1,566,0
42,,,0,musty,,,23,1,mahcine,0,531,0
42,,,0,fipple,,,23,1,ssytem,1,641,0
42,10,4.96,985,snare,1,4,23,1,drum,1,505,0.104166667
42,0,4.12,41547,blotter,#N/A,5,23,1,group,1,520,0
42,,,0,volt,,,23,1,deifned,1,710,0
42,,,0,septic,,,23,1,ekep,1,542,0
42,117,1.73,11002,will,1128,6,23,1,appeal,1,571,0.000459606
42,,,0,cell,,,23,1,swtich,1,584,0
42,768,2.74,15429,certain,300,6,23,1,amount,1,515,0.0355046
42,186,2.38,22864,even,541,5,23,1,among,1,466,0.002580574
42,,,0,hodiernal ,,,23,1,aronud,0,531,0
42,,,0,your,,,23,1,anwser,0,561,0
42,67,1.78,8154,first,1261,6,23,1,annual,1,669,0.000564448
42,,,0,lentil,,,23,1,alnoe,1,533,0
42,,,0,effable,,,23,1,chesee,1,803,0
42,12,4.61,7500,shady,1,6,23,1,corner,1,583,0.043478261
42,125,4.88,5799,should,564,4,23,1,bear,1,610,0.001123727
42,256,2.89,14421,your,1871,6,23,1,answer,1,527,0.001850553
42,,,0,certain,,,23,1,amuont,1,1022,0
42,0,4.9,710,canorous,#N/A,4,23,1,pony,1,858,0
42,,,0,canorous,,,23,1,corenr,1,730,0
42,21,4.85,29706,beady,2,4,23,1,eyes,1,480,0.375
42,19,4.8,3324,septic,2,4,23,1,tank,0,1473,0.208791209
42,0,2.6,1150,inunct,#N/A,4,23,1,gall,1,777,0
42,226,3.97,5675,they,1616,4,23,1,beat,1,477,0.000521368
42,,,0,little,,,23,1,bbay,1,621,0
42,,,0,inunct,,,23,1,rdue,1,648,0
42,12,2.94,44674,sweeper,1,6,23,1,system,1,497,0.078947368
42,,,0,research,,,23,1,alnog,1,720,0
42,0,4.52,36529,shitty,#N/A,5,23,1,night,1,518,0
42,0,4.82,3678,panics,#N/A,5,23,1,yards,1,726,0
42,,,0,downright,,,23,1,nealry,1,684,0
42,0,4.11,214,deedy,#N/A,6,23,1,scroll,1,772,0
42,,,0,snare,,,23,1,ahppen,1,762,0
42,47,3.66,6325,common,269,6,23,1,object,1,878,0.002575484
42,375,2.14,19335,came,171,5,23,1,along,1,494,0.007949631
42,600,1.66,31588,were,2752,6,23,1,almost,1,542,0.001858552
42,0,3.07,475,abaya,#N/A,6,23,1,digest,1,892,0
42,,,0,deedy,,,23,1,meetr,1,828,0
42,0,3.79,5957,effable,#N/A,4,23,1,heat,1,859,0
42,0,3.52,39112,fipple,#N/A,5,23,1,state,1,732,0
42,,,0,cadged,,,23,1,takn,1,610,0
42,0,4.75,37906,benthos,#N/A,4,23,1,head,1,525,0
42,0,3.11,5268,hodiernal ,#N/A,4,23,1,lies,1,458,0
42,,,0,first,,,23,1,anunal,0,729,0
42,,,0,benthos,,,23,1,letf,1,607,0
42,0,3.39,40274,miaow,#N/A,5,23,1,point,1,555,0
42,34,3.7,47089,loony,1,4,23,1,left,1,554,0.225165563
42,16,3.7,3755,musty,2,5,23,1,smell,1,552,0.113475177
42,,,0,loony,,,23,1,numebr,1,772,0
42,,,0,strict,,,23,1,campiagn,0,728,0
42,,,0,gilded,,,23,1,objetc,1,766,0
42,,,0,this,,,23,1,anicent,0,852,0
42,,,0,even,,,23,1,aomng,1,678,0
42,,,0,that,,,23,1,palce,1,880,0
42,35,3.3,49385,with,4777,6,23,1,number,1,514,5.36769E-05
42,1071,3.13,10914,would,1036,6,23,1,appear,1,624,0.004196741
42,,,0,would,,,23,1,appaer,1,828,0
42,10,4.7,2589,curd,1,6,23,1,cheese,1,526,0.097087379
42,,,0,will,,,23,1,appael,0,1021,0
42,,,0,blotter,,,23,1,sesne,1,568,0
42,,,0,polyp,,,23,1,egiht,1,645,0
42,367,3.48,48651,that,5217,5,23,1,place,1,1165,0.000329035
42,0,3.86,468,glabrous,#N/A,4,23,1,tuck,1,594,0
42,64,2.61,21935,strict,38,5,23,1,sense,1,540,0.030932818
42,,,0,shady,,,23,1,depe,1,633,0
42,,,0,curd,,,23,1,failrue,0,613,0
42,,,0,miaow,,,23,1,semll,1,751,0
42,,,0,revolve,,,23,1,lakc,1,549,0
42,10,4.72,1353,lentil,1,4,23,1,soup,1,514,0.3125
42,,,0,glabrous,,,23,1,eeys,1,640,0
42,73,5,9070,little,828,4,23,1,baby,1,427,0.00151764
42,0,4.71,3821,behave ,#N/A,3,23,1,pub,1,525,0
42,,,0,sweeper,,,23,1,gian,1,813,0
42,0,4.15,516,cadged,#N/A,4,23,1,limp,1,686,0
42,,,0,panics,,,23,1,gruop,1,838,0
42,72,1.96,45286,revolve,1,6,23,1,around,1,537,0.566929134
42,,,0,they,,,23,1,baet,1,615,0
42,,,0,behave ,,,23,1,suop,1,577,0
42,12,5,1021,gilded,2,4,23,1,cage,1,495,0.041522491
42,,,0,croquet,,,23,1,pbu,1,501,0
42,0,3.72,35144,labarum,#N/A,4,23,1,area,1,627,0
42,,,0,nacarat,,,23,1,salst,1,590,0
42,0,2.23,38747,wanker,#N/A,4,23,1,away,1,441,0
42,11,3.78,16465,croquet,1,4,23,1,club,1,555,0.076923077
42,50,1.89,11494,spent,100,6,23,1,nearly,1,647,0.004243041
42,,,0,very,,,23,1,braed,1,912,0
42,32,4.77,4096,sinker,1,5,23,1,plate,1,527,0.470588235
42,146,3.38,10700,very,987,4,23,1,deep,1,591,0.001186153
42,,,0,lagging,,,23,1,yrads,1,651,0
42,,,0,from,,,23,1,godl,1,565,0
42,230,2.37,27813,must,448,4,23,1,keep,1,498,0.00316931
42,0,3.9,13115,martlet,#N/A,5,23,1,press,1,737,0
42,,,0,total,,,23,1,figrue,0,821,0
42,22,3.3,49385,from,3081,6,23,1,number,1,502,5.31999E-05
42,49,3.48,23698,lagging,1,6,23,1,behind,1,565,0.494949495
42,12,1.81,45217,whacking,1,5,23,1,great,1,545,0.279069767
42,,,0,hallowed,,,23,1,agll,1,590,0
42,,,0,wanker,,,23,1,aawy,1,634,0
42,,,0,panurgic,,,23,1,satb,1,611,0
42,48,4.25,8938,support,208,7,23,1,machine,1,478,0.001608849
42,0,4.4,606,crotch,#N/A,6,23,1,sewing,1,702,0
42,10,1.8,23361,marbled,1,6,23,1,effect,1,774,0.091743119
42,350,1.78,8760,could,790,6,23,1,happen,1,620,0.002078484
42,,,0,whacking,,,23,1,pnoy,1,598,0
42,84,4.44,5518,sickle,1,4,23,1,cell,1,732,0.509090909
42,0,3.39,758,uniped,#N/A,4,23,1,dash,1,707,0
42,,,0,crusty,,,23,1,haed,1,632,0
42,,,0,uniped,,,23,1,dsah,1,707,0
42,47,3.66,6325,common,269,6,23,1,object,1,601,0.002575484
42,33,4.89,4337,runny,1,4,23,1,nose,1,597,0.358695652
42,190,3.67,14309,just,895,6,23,1,inside,1,576,0.001466615
42,,,0,carat,,,23,1,gruop,1,715,0
42,11,4.68,14104,musket,1,4,23,1,fire,1,627,0.183333333
42,71,4.81,7792,carat,1,4,23,1,gold,1,542,0.496503497
42,,,0,solander,,,23,1,darw,1,651,0
42,,,0,dimmer,,,23,1,digets,0,709,0
42,,,0,sickle,,,23,1,sttae,1,573,0
42,,,0,jumentous,,,23,1,tiol,1,551,0
42,80,2.04,10068,total,261,4,23,1,lack,1,613,0.004553734
42,363,2.07,5898,clearly,215,7,23,1,defined,1,608,0.023649749
42,0,4.07,428,panurgic,#N/A,4,23,1,stab,1,554,0
42,,,0,common,,,23,1,gruond,1,694,0
42,0,4.61,196,logomachy,#N/A,4,23,1,soot,0,1005,0
42,,,0,sinker,,,23,1,haet,1,616,0
42,,,0,labarum,,,23,1,arae,1,915,0
42,,,0,spent,,,23,1,godos,1,658,0
42,,,0,research,,,23,1,swtich,1,842,0
42,19,4.26,10142,worldly,1,5,23,1,goods,1,522,0.076305221
42,,,0,living,,,23,1,clel,1,568,0
42,0,3.28,35758,zoolatry,#N/A,8,23,1,business,1,628,0
42,0,2.67,182,jumentous,#N/A,4,23,1,toil,0,686,0
42,11,3.63,17613,ghostly,1,6,23,1,figure,1,532,0.042307692
42,,,0,logomachy,,,23,1,soto,1,674,0
42,383,4.04,17309,about,1217,5,23,1,eight,1,796,0.001943018
42,11,4.77,16200,hallowed,1,6,23,1,ground,1,542,0.083333333
42,,,0,ratite,,,23,1,cirsp,1,683,0
42,,,0,just,,,23,1,deisgn,1,1075,0
42,,,0,will,,,23,1,pltae,1,666,0
42,,,0,about,,,23,1,nsoe,1,626,0
42,10,3.27,12939,cadence,1,6,23,1,design,1,622,0.192307692
42,,,0,omophagy,,,23,1,sihg,1,632,0
42,,,0,ghostly,,,23,1,lmip,1,576,0
42,0,3.97,7398,solander,#N/A,4,23,1,draw,1,588,0
42,0,3.69,798,ratite,#N/A,5,23,1,crisp,1,822,0
42,0,3.89,1171,omophagy,#N/A,4,23,1,sigh,1,600,0
42,37,3,9518,research,284,8,23,1,campaign,1,627,0.001370777
42,,,0,musket,,,23,1,leis,1,669,0
42,,,0,screwy,,,23,1,kist,0,696,0
42,,,0,must,,,23,1,efefct,1,667,0
42,11,4.07,3316,dimmer,2,6,23,1,switch,1,516,0.150684932
42,,,0,thurifer,,,23,1,blie,0,756,0
42,,,0,support,,,23,1,frie,0,920,0
42,,,0,clearly,,,23,1,graet,1,790,0
42,151,2.24,5218,will,1128,4,23,1,gain,1,505,0.000593166
42,,,0,cadence,,,23,1,nihgt,1,651,0
42,,,0,crotch,,,23,1,sewnig,1,1251,0
42,,,0,heart,,,23,1,behnid,1,646,0
42,239,2.86,13265,living,154,5,23,1,alone,1,477,0.014930035
42,,,0,could,,,23,1,culb,1,925,0
42,,,0,zoolatry,,,23,1,buisness,0,556,0
42,0,4.46,1183,thurifer,#N/A,4,23,1,bile,1,778,0
42,,,0,marbled,,,23,1,tcuk,1,606,0
42,,,0,runny,,,23,1,scorll,1,872,0
42,107,2.08,7763,heart,120,7,23,1,failure,1,569,0.007792019
42,0,4.47,431,screwy,#N/A,4,23,1,kits,1,615,0
42,37,4.92,3770,crusty,1,5,23,1,bread,1,514,0.253424658
42,0,4.89,406,nacarat,#N/A,5,23,1,salts,1,497,0
42,,,0,martlet,,,23,1,perss,1,626,0
42,,,0,worldly,,,23,1,piont,1,699,0
48,10,4.7,2589,curd,1,6,24,1,cheese,1,1277,0.097087379
48,12,5,1021,gilded,2,4,24,1,cage,0,2351,0.041522491
48,,,0,revolve,,,24,1,lakc,1,1283,0
48,,,0,miaow,,,24,1,semll,1,946,0
48,,,0,sweeper,,,24,1,gian,1,993,0
48,0,4.15,516,cadged,#N/A,4,24,1,limp,1,1358,0
48,,,0,with,,,24,1,nubmer,1,1880,0
48,,,0,gilded,,,24,1,objetc,0,1602,0
48,,,0,volt,,,24,1,deifned,1,2533,0
48,0,2.6,1150,inunct,#N/A,4,24,1,gall,0,1060,0
48,0,4.12,41547,blotter,#N/A,5,24,1,group,0,1437,0
48,,,0,panics,,,24,1,gruop,1,838,0
48,,,0,this,,,24,1,anicent,0,1111,0
48,,,0,beady,,,24,1,insdie,1,974,0
48,67,1.78,8154,first,1261,6,24,1,annual,1,2523,0.000564448
48,,,0,that,,,24,1,palce,1,1690,0
48,,,0,abaya,,,24,1,pian,1,825,0
48,0,3.52,39112,fipple,#N/A,5,24,1,state,0,3000,0
48,10,4.12,41547,polyp,1,5,24,1,group,0,1257,0.113636364
48,,,0,curd,,,24,1,failrue,0,2762,0
48,72,1.96,45286,revolve,1,6,24,1,around,1,1200,0.566929134
48,12,2.94,44674,sweeper,1,6,24,1,system,0,629,0.078947368
48,64,2.61,21935,strict,38,5,24,1,sense,1,1487,0.030932818
48,0,3.07,475,abaya,#N/A,6,24,1,digest,0,2055,0
48,0,4.11,214,deedy,#N/A,6,24,1,scroll,0,1033,0
48,0,4.71,3821,behave ,#N/A,3,24,1,pub,1,882,0
48,34,3.7,47089,loony,1,4,24,1,left,1,1091,0.225165563
48,,,0,cell,,,24,1,swtich,1,1404,0
48,256,2.89,14421,your,1871,6,24,1,answer,1,1271,0.001850553
48,768,2.74,15429,certain,300,6,24,1,amount,1,646,0.0355046
48,12,4.61,7500,shady,1,6,24,1,corner,1,753,0.043478261
48,,,0,would,,,24,1,appaer,1,2104,0
48,,,0,effable,,,24,1,chesee,1,1175,0
48,21,4.85,29706,beady,2,4,24,1,eyes,1,1084,0.375
48,,,0,they,,,24,1,baet,1,997,0
48,125,4.88,5799,should,564,4,24,1,bear,1,1152,0.001123727
48,1071,3.13,10914,would,1036,6,24,1,appear,1,1191,0.004196741
48,10,4.72,1353,lentil,1,4,24,1,soup,1,2330,0.3125
48,0,4.52,36529,shitty,#N/A,5,24,1,night,1,2849,0
48,0,3.11,5268,hodiernal ,#N/A,4,24,1,lies,0,531,0
48,,,0,little,,,24,1,bbay,1,707,0
48,12,2.52,985,downright,2,4,24,1,rude,1,905,0.043010753
48,,,0,fipple,,,24,1,ssytem,1,921,0
48,10,4.96,985,snare,1,4,24,1,drum,0,1607,0.104166667
48,,,0,deedy,,,24,1,meetr,1,748,0
48,19,4.8,3324,septic,2,4,24,1,tank,1,578,0.208791209
48,226,3.97,5675,they,1616,4,24,1,beat,1,928,0.000521368
48,,,0,behave ,,,24,1,suop,1,937,0
48,,,0,glabrous,,,24,1,eeys,1,728,0
48,0,4.82,3678,panics,#N/A,5,24,1,yards,1,592,0
48,,,0,snare,,,24,1,ahppen,1,828,0
48,186,2.38,22864,even,541,5,24,1,among,1,911,0.002580574
48,,,0,your,,,24,1,anwser,1,1550,0
48,,,0,will,,,24,1,appael,1,1187,0
48,,,0,benthos,,,24,1,letf,1,616,0
48,,,0,lentil,,,24,1,alnoe,1,723,0
48,,,0,research,,,24,1,alnog,1,987,0
48,,,0,shitty,,,24,1,durm,1,934,0
48,,,0,hodiernal ,,,24,1,aronud,1,852,0
48,,,0,plate,,,24,1,cgae,1,693,0
48,0,3.86,468,glabrous,#N/A,4,24,1,tuck,0,684,0
48,0,3.39,40274,miaow,#N/A,5,24,1,point,0,2661,0
48,,,0,certain,,,24,1,amuont,1,1279,0
48,,,0,strict,,,24,1,campiagn,0,658,0
48,0,4.75,37906,benthos,#N/A,4,24,1,head,0,1066,0
48,,,0,polyp,,,24,1,egiht,1,707,0
48,,,0,should,,,24,1,baer,1,844,0
48,600,1.66,31588,were,2752,6,24,1,almost,1,506,0.001858552
48,,,0,loony,,,24,1,numebr,1,811,0
48,35,3.3,49385,with,4777,6,24,1,number,1,559,5.36769E-05
48,367,3.48,48651,that,5217,5,24,1,place,1,956,0.000329035
48,117,1.73,11002,will,1128,6,24,1,appeal,1,1625,0.000459606
48,73,5,9070,little,828,4,24,1,baby,0,2429,0.00151764
48,84,2.04,5083,this,2909,7,24,1,ancient,1,926,0.000181331
48,16,3.7,3755,musty,2,5,24,1,smell,1,956,0.113475177
48,,,0,first,,,24,1,anunal,1,1259,0
48,,,0,downright,,,24,1,nealry,1,1021,0
48,,,0,septic,,,24,1,ekep,1,757,0
48,,,0,inunct,,,24,1,rdue,0,1035,0
48,,,0,cadged,,,24,1,takn,1,1223,0
48,11,4.7,487,volt,1,5,24,1,meter,1,841,0.0859375
48,47,3.66,6325,common,269,6,24,1,object,1,877,0.002575484
48,0,3.79,5957,effable,#N/A,4,24,1,heat,0,1529,0
48,,,0,blotter,,,24,1,sesne,1,719,0
48,375,2.14,19335,came,171,5,24,1,along,1,550,0.007949631
48,,,0,shady,,,24,1,depe,1,949,0
48,,,0,canorous,,,24,1,corenr,1,675,0
48,0,4.9,710,canorous,#N/A,4,24,1,pony,0,714,0
48,,,0,musty,,,24,1,mahcine,1,864,0
48,,,0,even,,,24,1,aomng,1,800,0
48,,,0,heart,,,24,1,behnid,0,3001,0
48,,,0,whacking,,,24,1,pnoy,1,951,0
48,146,3.38,10700,very,987,4,24,1,deep,1,484,0.001186153
48,0,3.9,13115,martlet,#N/A,5,24,1,press,0,694,0
48,,,0,musket,,,24,1,leis,1,782,0
48,,,0,will,,,24,1,pltae,1,562,0
48,,,0,thurifer,,,24,1,blie,1,784,0
48,,,0,zoolatry,,,24,1,buisness,1,997,0
48,350,1.78,8760,could,790,6,24,1,happen,1,705,0.002078484
48,,,0,ghostly,,,24,1,lmip,1,969,0
48,,,0,dimmer,,,24,1,digets,1,807,0
48,33,4.89,4337,runny,1,4,24,1,nose,1,2234,0.358695652
48,80,2.04,10068,total,261,4,24,1,lack,1,1029,0.004553734
48,71,4.81,7792,carat,1,4,24,1,gold,0,415,0.496503497
48,10,1.8,23361,marbled,1,6,24,1,effect,1,880,0.091743119
48,49,3.48,23698,lagging,1,6,24,1,behind,1,703,0.494949495
48,,,0,panurgic,,,24,1,satb,1,535,0
48,,,0,croquet,,,24,1,pbu,1,1078,0
48,0,2.67,182,jumentous,#N/A,4,24,1,toil,1,719,0
48,,,0,labarum,,,24,1,arae,1,949,0
48,0,3.89,1171,omophagy,#N/A,4,24,1,sigh,0,1508,0
48,,,0,research,,,24,1,swtich,1,1435,0
48,,,0,support,,,24,1,frie,1,901,0
48,,,0,carat,,,24,1,gruop,1,832,0
48,12,1.81,45217,whacking,1,5,24,1,great,0,2050,0.279069767
48,190,3.67,14309,just,895,6,24,1,inside,1,597,0.001466615
48,0,2.23,38747,wanker,#N/A,4,24,1,away,0,2114,0
48,,,0,marbled,,,24,1,tcuk,1,866,0
48,10,3.27,12939,cadence,1,6,24,1,design,0,1492,0.192307692
48,,,0,sinker,,,24,1,haet,1,909,0
48,,,0,sickle,,,24,1,sttae,1,796,0
48,,,0,could,,,24,1,culb,1,753,0
48,37,4.92,3770,crusty,1,5,24,1,bread,1,568,0.253424658
