age,bigram_freq,Conc_initial,concreteness,Freq_initial,Group,Initial,diversity,Letters_initial,letters,subject,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,sex,Syll_initial,Syll_trailing,item,W_NW,accuracy,correct,correct_response,dm_source_file,response_time,trans_prob,word_freq,freq_initial
60,,,0,,0,wanker,,,4,3,,,,,1,,,aawy,nw,86.94362018,1,[nonword_response],subject-3.csv,957,0,0,0
60,,,0,,0,will,,,5,3,,,,,1,,,pltae,nw,86.98224852,1,[nonword_response],subject-3.csv,874,0,0,0
60,,,0,,0,omophagy,,,4,3,,,,,1,,,sihg,nw,87.02064897,1,[nonword_response],subject-3.csv,939,0,0,0
60,,,0,,0,clearly,,,5,3,,,,,1,,,graet,nw,87.09677419,1,[nonword_response],subject-3.csv,1212,0,0,0
60,,,0,,0,must,,,6,3,,,,,1,,,efefct,nw,87.20930233,1,[nonword_response],subject-3.csv,1430,0,0,0
60,,,0,,0,could,,,4,3,,,,,1,,,culb,nw,87.28323699,1,[nonword_response],subject-3.csv,2249,0,0,0
60,,,0,,0,spent,,,5,3,,,,,1,,,godos,nw,87.31988473,1,[nonword_response],subject-3.csv,881,0,0,0
60,,,0,,0,panurgic,,,4,3,,,,,1,,,satb,nw,87.35632184,1,[nonword_response],subject-3.csv,624,0,0,0
60,,,0,,0,musket,,,4,3,,,,,1,,,leis,nw,87.42857143,1,[nonword_response],subject-3.csv,801,0,0,0
60,,,0,,0,marbled,,,4,3,,,,,1,,,tcuk,nw,87.46438746,1,[nonword_response],subject-3.csv,674,0,0,0
60,,,0,,0,jumentous,,,4,3,,,,,1,,,tiol,nw,87.5,1,[nonword_response],subject-3.csv,939,0,0,0
60,,,0,,0,dimmer,,,6,3,,,,,1,,,digets,nw,87.28813559,0,[nonword_response],subject-3.csv,2050,0,0,0
60,,,0,,0,just,,,6,3,,,,,1,,,deisgn,nw,87.07865169,0,[nonword_response],subject-3.csv,627,0,0,0
60,,,0,,0,research,,,6,3,,,,,1,,,swtich,nw,86.90807799,0,[nonword_response],subject-3.csv,1903,0,0,0
60,,,0,,0,martlet,,,5,3,,,,,1,,,perss,nw,86.94444444,1,[nonword_response],subject-3.csv,934,0,0,0
60,,,0,,0,sinker,,,4,3,,,,,1,,,haet,nw,87.0523416,1,[nonword_response],subject-3.csv,906,0,0,0
60,,,0,,0,crotch,,,6,3,,,,,1,,,sewnig,nw,86.84931507,1,[nonword_response],subject-3.csv,1496,0,0,0
60,,,0,,0,from,,,4,3,,,,,1,,,godl,nw,86.8852459,1,[nonword_response],subject-3.csv,672,0,0,0
51,0,4.64,0,2.13,3,slug,3,4,4,4,Noun,Verb,,,1,1,1,gags,w,58.11965812,1,[word_response],subject-4.csv,616,0,89,213
51,,,0,,0,that,,,5,4,,,,,1,,,palce,n,71.42857143,0,[nonword_response],subject-4.csv,3000,0,0,0
51,,,0,,0,hodiernal ,,,6,4,,,,,1,,,aronud,n,66.66666667,0,[nonword_response],subject-4.csv,1307,0,0,0
51,,,0,,0,strict,,,8,4,,,,,1,,,campiagn,n,69.23076923,0,[nonword_response],subject-4.csv,543,0,0,0
51,,,0,,0,research,,,5,4,,,,,1,,,alnog,n,64.28571429,0,[nonword_response],subject-4.csv,914,0,0,0
51,,,0,,0,gilded,,,6,4,,,,,1,,,objetc,n,62.5,0,[nonword_response],subject-4.csv,966,0,0,0
51,,,0,,0,first,,,6,4,,,,,1,,,anunal,n,61.11111111,0,[nonword_response],subject-4.csv,462,0,0,0
51,,,0,,0,benthos,,,4,4,,,,,1,,,letf,n,60,0,[nonword_response],subject-4.csv,920,0,0,0
51,,,0,,0,even,,,5,4,,,,,1,,,aomng,n,57.14285714,0,[nonword_response],subject-4.csv,862,0,0,0
51,,,0,,0,lentil,,,5,4,,,,,1,,,alnoe,n,62.5,1,[nonword_response],subject-4.csv,1649,0,0,0
51,,,0,,0,canorous,,,6,4,,,,,1,,,corenr,n,64,1,[nonword_response],subject-4.csv,2237,0,0,0
51,,,0,,0,should,,,4,4,,,,,1,,,baer,n,62.96296296,0,[nonword_response],subject-4.csv,1625,0,0,0
51,,,0,,0,downright,,,6,4,,,,,1,,,nealry,n,60.71428571,0,[nonword_response],subject-4.csv,880,0,0,0
51,,,0,,0,sweeper,,,4,4,,,,,1,,,gian,n,58.62068966,0,[nonword_response],subject-4.csv,1527,0,0,0
51,,,0,,0,cadged,,,4,4,,,,,1,,,takn,n,62.5,1,[nonword_response],subject-4.csv,1095,0,0,0
51,,,0,,0,behave ,,,4,4,,,,,1,,,suop,n,60.60606061,0,[nonword_response],subject-4.csv,829,0,0,0
51,,,0,,0,revolve,,,4,4,,,,,1,,,lakc,n,62.85714286,1,[nonword_response],subject-4.csv,925,0,0,0
51,,,0,,0,effable,,,6,4,,,,,1,,,chesee,n,61.11111111,0,[nonword_response],subject-4.csv,937,0,0,0
51,,,0,,0,musty,,,7,4,,,,,1,,,mahcine,n,64.28571429,0,[nonword_response],subject-4.csv,826,0,0,0
51,,,0,,0,glabrous,,,4,4,,,,,1,,,eeys,n,66.66666667,0,[nonword_response],subject-4.csv,1212,0,0,0
51,,,0,,0,beady,,,6,4,,,,,1,,,insdie,n,65.30612245,0,[nonword_response],subject-4.csv,1353,0,0,0
51,,,0,,0,deedy,,,5,4,,,,,1,,,meetr,n,64,0,[nonword_response],subject-4.csv,1107,0,0,0
51,,,0,,0,polyp,,,5,4,,,,,1,,,egiht,n,62.74509804,0,[nonword_response],subject-4.csv,1647,0,0,0
51,,,0,,0,blotter,,,5,4,,,,,1,,,sesne,n,61.53846154,0,[nonword_response],subject-4.csv,937,0,0,0
51,,,0,,0,would,,,6,4,,,,,1,,,appaer,n,60.37735849,0,[nonword_response],subject-4.csv,823,0,0,0
51,,,0,,0,with,,,6,4,,,,,1,,,nubmer,n,60,0,[nonword_response],subject-4.csv,729,0,0,0
51,,,0,,0,your,,,6,4,,,,,1,,,anwser,n,58.92857143,0,[nonword_response],subject-4.csv,1295,0,0,0
51,,,0,,0,curd,,,7,4,,,,,1,,,failrue,n,57.89473684,0,[nonword_response],subject-4.csv,2542,0,0,0
51,,,0,,0,panics,,,5,4,,,,,1,,,gruop,n,57.62711864,0,[nonword_response],subject-4.csv,791,0,0,0
51,,,0,,0,snare,,,6,4,,,,,1,,,ahppen,n,56.66666667,0,[nonword_response],subject-4.csv,1420,0,0,0
51,,,0,,0,cell,,,6,4,,,,,1,,,swtich,n,58.46153846,0,[nonword_response],subject-4.csv,1128,0,0,0
51,,,0,,0,volt,,,7,4,,,,,1,,,deifned,n,58.20895522,0,[nonword_response],subject-4.csv,1114,0,0,0
51,,,0,,0,abaya,,,4,4,,,,,1,,,pian,n,57.35294118,0,[nonword_response],subject-4.csv,1264,0,0,0
51,,,0,,0,certain,,,6,4,,,,,1,,,amuont,n,58.33333333,0,[nonword_response],subject-4.csv,897,0,0,0
51,,,0,,0,septic,,,4,4,,,,,1,,,ekep,n,58.66666667,0,[nonword_response],subject-4.csv,937,0,0,0
51,,,0,,0,loony,,,6,4,,,,,1,,,numebr,n,58.44155844,0,[nonword_response],subject-4.csv,839,0,0,0
51,,,0,,0,inunct,,,4,4,,,,,1,,,rdue,n,57.69230769,0,[nonword_response],subject-4.csv,983,0,0,0
51,,,0,,0,fipple,,,6,4,,,,,1,,,ssytem,n,57.5,0,[nonword_response],subject-4.csv,1312,0,0,0
51,,,0,,0,shitty,,,4,4,,,,,1,,,durm,n,56.79012346,0,[nonword_response],subject-4.csv,1023,0,0,0
51,,,0,,0,this,,,7,4,,,,,1,,,anicent,n,56.09756098,0,[nonword_response],subject-4.csv,2395,0,0,0
51,,,0,,0,will,,,6,4,,,,,1,,,appael,n,58.88888889,0,[nonword_response],subject-4.csv,413,0,0,0
51,,,0,,0,they,,,4,4,,,,,1,,,baet,n,58.69565217,0,[nonword_response],subject-4.csv,1055,0,0,0
51,,,0,,0,shady,,,4,4,,,,,1,,,depe,n,58.06451613,0,[nonword_response],subject-4.csv,1032,0,0,0
51,,,0,,0,miaow,,,5,4,,,,,1,,,semll,n,57.44680851,0,[nonword_response],subject-4.csv,1283,0,0,0
51,,,0,,0,plate,,,4,4,,,,,1,,,cgae,n,56.84210526,0,[nonword_response],subject-4.csv,930,0,0,0
51,,,0,,0,little,,,4,4,,,,,1,,,bbay,n,56.25,0,[nonword_response],subject-4.csv,1903,0,0,0
51,,,0,,0,common,,,6,4,,,,,1,,,gruond,nw,55.67010309,0,[nonword_response],subject-4.csv,1305,0,0,0
51,,,0,,0,wanker,,,4,4,,,,,1,,,aawy,nw,55.10204082,0,[nonword_response],subject-4.csv,1283,0,0,0
51,,,0,,0,thurifer,,,4,4,,,,,1,,,blie,nw,55,0,[nonword_response],subject-4.csv,1257,0,0,0
51,,,0,,0,ratite,,,5,4,,,,,1,,,cirsp,nw,54.45544554,0,[nonword_response],subject-4.csv,1068,0,0,0
51,,,0,,0,sinker,,,4,4,,,,,1,,,haet,nw,54.80769231,0,[nonword_response],subject-4.csv,1136,0,0,0
51,,,0,,0,omophagy,,,4,4,,,,,1,,,sihg,nw,55.14018692,0,[nonword_response],subject-4.csv,1184,0,0,0
51,,,0,,0,solander,,,4,4,,,,,1,,,darw,nw,56.25,0,[nonword_response],subject-4.csv,2328,0,0,0
51,,,0,,0,croquet,,,3,4,,,,,1,,,pbu,nw,56.14035088,0,[nonword_response],subject-4.csv,810,0,0,0
51,,,0,,0,jumentous,,,4,4,,,,,1,,,tiol,nw,55.65217391,0,[nonword_response],subject-4.csv,1642,0,0,0
51,,,0,,0,lagging,,,5,4,,,,,1,,,yrads,nw,55.17241379,0,[nonword_response],subject-4.csv,1020,0,0,0
51,,,0,,0,cadence,,,5,4,,,,,1,,,nihgt,nw,55.46218487,0,[nonword_response],subject-4.csv,685,0,0,0
51,,,0,,0,marbled,,,4,4,,,,,1,,,tcuk,nw,55,0,[nonword_response],subject-4.csv,673,0,0,0
51,,,0,,0,crotch,,,6,4,,,,,1,,,sewnig,nw,55.64516129,0,[nonword_response],subject-4.csv,966,0,0,0
51,,,0,,0,living,,,4,4,,,,,1,,,clel,nw,56,1,[nonword_response],subject-4.csv,1740,0,0,0
51,,,0,,0,screwy,,,4,4,,,,,1,,,kist,nw,56.34920635,1,[nonword_response],subject-4.csv,1400,0,0,0
51,,,0,,0,dimmer,,,6,4,,,,,1,,,digets,nw,57.2519084,0,[nonword_response],subject-4.csv,426,0,0,0
51,,,0,,0,sickle,,,5,4,,,,,1,,,sttae,nw,56.81818182,0,[nonword_response],subject-4.csv,1821,0,0,0
51,,,0,,0,ghostly,,,4,4,,,,,1,,,lmip,nw,56.39097744,0,[nonword_response],subject-4.csv,1258,0,0,0
51,,,0,,0,zoolatry,,,8,4,,,,,1,,,buisness,nw,56.2962963,0,[nonword_response],subject-4.csv,1045,0,0,0
51,,,0,,0,about,,,4,4,,,,,1,,,nsoe,nw,56.52173913,0,[nonword_response],subject-4.csv,939,0,0,0
51,,,0,,0,logomachy,,,4,4,,,,,1,,,soto,nw,57.04225352,0,[nonword_response],subject-4.csv,446,0,0,0
51,,,0,,0,hallowed,,,4,4,,,,,1,,,agll,nw,56.64335664,0,[nonword_response],subject-4.csv,1919,0,0,0
51,,,0,,0,martlet,,,5,4,,,,,1,,,perss,nw,56.94444444,1,[nonword_response],subject-4.csv,1221,0,0,0
51,,,0,,0,heart,,,6,4,,,,,1,,,behnid,nw,56.55172414,0,[nonword_response],subject-4.csv,1049,0,0,0
51,,,0,,0,clearly,,,5,4,,,,,1,,,graet,nw,56.75675676,0,[nonword_response],subject-4.csv,1297,0,0,0
51,,,0,,0,whacking,,,4,4,,,,,1,,,pnoy,nw,56.66666667,0,[nonword_response],subject-4.csv,1151,0,0,0
51,,,0,,0,carat,,,5,4,,,,,1,,,gruop,nw,56.29139073,0,[nonword_response],subject-4.csv,661,0,0,0
51,,,0,,0,just,,,6,4,,,,,1,,,deisgn,nw,55.92105263,0,[nonword_response],subject-4.csv,687,0,0,0
51,,,0,,0,very,,,5,4,,,,,1,,,braed,nw,55.55555556,0,[nonword_response],subject-4.csv,1350,0,0,0
51,,,0,,0,could,,,4,4,,,,,1,,,culb,nw,55.76923077,0,[nonword_response],subject-4.csv,1081,0,0,0
51,,,0,,0,worldly,,,5,4,,,,,1,,,piont,nw,57.31707317,0,[nonword_response],subject-4.csv,345,0,0,0
51,,,0,,0,research,,,6,4,,,,,1,,,swtich,nw,57.22891566,0,[nonword_response],subject-4.csv,411,0,0,0
51,,,0,,0,spent,,,5,4,,,,,1,,,godos,nw,56.88622754,0,[nonword_response],subject-4.csv,782,0,0,0
51,,,0,,0,must,,,6,4,,,,,1,,,efefct,nw,56.80473373,0,[nonword_response],subject-4.csv,1361,0,0,0
51,,,0,,0,panurgic,,,4,4,,,,,1,,,satb,nw,57.05882353,1,[nonword_response],subject-4.csv,1215,0,0,0
51,,,0,,0,musket,,,4,4,,,,,1,,,leis,nw,57.30994152,1,[nonword_response],subject-4.csv,1474,0,0,0
51,,,0,,0,crusty,,,4,4,,,,,1,,,haed,nw,56.97674419,0,[nonword_response],subject-4.csv,1387,0,0,0
51,,,0,,0,from,,,4,4,,,,,1,,,godl,nw,56.89655172,0,[nonword_response],subject-4.csv,1211,0,0,0
51,,,0,,0,labarum,,,4,4,,,,,1,,,arae,nw,56.57142857,0,[nonword_response],subject-4.csv,1774,0,0,0
51,,,0,,0,support,,,4,4,,,,,1,,,frie,nw,56.49717514,0,[nonword_response],subject-4.csv,1336,0,0,0
51,,,0,,0,uniped,,,4,4,,,,,1,,,dsah,nw,56.66666667,0,[nonword_response],subject-4.csv,1067,0,0,0
51,,,0,,0,nacarat,,,5,4,,,,,1,,,salst,nw,57.14285714,1,[nonword_response],subject-4.csv,2338,0,0,0
51,,,0,,0,total,,,6,4,,,,,1,,,figrue,nw,57.06521739,0,[nonword_response],subject-4.csv,855,0,0,0
51,,,0,,0,runny,,,6,4,,,,,1,,,scorll,nw,57.2972973,1,[nonword_response],subject-4.csv,1910,0,0,0
51,,,0,,0,will,,,5,4,,,,,1,,,pltae,nw,56.98924731,0,[nonword_response],subject-4.csv,1423,0,0,0
51,,,0,,0,systems,,,6,4,,,,,1,,,acutal,nw,57.14285714,0,[nonword_response],subject-4.csv,1184,0,0,0
51,,,0,,0,markup,,,4,4,,,,,1,,,wrie,nw,57.59162304,1,[nonword_response],subject-4.csv,1698,0,0,0
51,,,0,,0,puck,,,5,4,,,,,1,,,tiems,nw,57.94871795,0,[nonword_response],subject-4.csv,1350,0,0,0
51,,,0,,0,rustic,,,5,4,,,,,1,,,thnig,nw,57.65306122,0,[nonword_response],subject-4.csv,948,0,0,0
51,,,0,,0,armed,,,6,4,,,,,1,,,focres,nw,57.8680203,1,[nonword_response],subject-4.csv,1410,0,0,0
51,,,0,,0,building,,,5,4,,,,,1,,,abvoe,nw,58.41584158,0,[nonword_response],subject-4.csv,737,0,0,0
51,,,0,,0,oaken,,,4,4,,,,,1,,,fiar,nw,58.73786408,0,[nonword_response],subject-4.csv,458,0,0,0
51,,,0,,0,bloody,,,4,4,,,,,1,,,hlel,nw,58.45410628,0,[nonword_response],subject-4.csv,731,0,0,0
51,,,0,,0,date,,,5,4,,,,,1,,,awrad,nw,58.65384615,1,[nonword_response],subject-4.csv,2177,0,0,0
51,,,0,,0,case,,,5,4,,,,,1,,,unoin,nw,58.76777251,0,[nonword_response],subject-4.csv,321,0,0,0
51,,,0,,0,time,,,4,4,,,,,1,,,amry,nw,58.49056604,0,[nonword_response],subject-4.csv,1287,0,0,0
51,,,0,,0,last,,,5,4,,,,,1,,,nihgt,nw,58.21596244,0,[nonword_response],subject-4.csv,582,0,0,0
51,,,0,,0,second,,,4,4,,,,,1,,,hlaf,nw,58.13953488,0,[nonword_response],subject-4.csv,988,0,0,0
51,,,0,,0,local,,,8,4,,,,,1,,,chidlren,nw,58.06451613,0,[nonword_response],subject-4.csv,374,0,0,0
51,,,0,,0,winds,,,6,4,,,,,1,,,acitve,nw,57.79816514,0,[nonword_response],subject-4.csv,1308,0,0,0
51,,,0,,0,index,,,6,4,,,,,1,,,clsoed,nw,57.53424658,0,[nonword_response],subject-4.csv,1131,0,0,0
51,,,0,,0,daily,,,4,4,,,,,1,,,psot,nw,57.27272727,0,[nonword_response],subject-4.csv,1297,0,0,0
51,,,0,,0,make,,,4,4,,,,,1,,,srue,nw,57.20720721,0,[nonword_response],subject-4.csv,817,0,0,0
51,,,0,,0,always,,,6,4,,,,,1,,,steret,nw,56.95067265,0,[nonword_response],subject-4.csv,1715,0,0,0
51,,,0,,0,wide,,,5,4,,,,,1,,,ragne,nw,57.89473684,1,[nonword_response],subject-4.csv,2866,0,0,0
51,,,0,,0,abase,,,4,4,,,,,1,,,clal,nw,57.6419214,0,[nonword_response],subject-4.csv,1218,0,0,0
51,,,0,,0,award,,,5,4,,,,,1,,,tilte,nw,57.39130435,0,[nonword_response],subject-4.csv,1012,0,0,0
51,,,0,,0,cash,,,4,4,,,,,1,,,folw,nw,57.87234043,0,[nonword_response],subject-4.csv,1009,0,0,0
51,,,0,,0,shot,,,4,4,,,,,1,,,daed,nw,58.15899582,0,[nonword_response],subject-4.csv,895,0,0,0
51,,,0,,0,craggy,,,5,4,,,,,1,,,watse,nw,57.91666667,0,[nonword_response],subject-4.csv,1053,0,0,0
51,,,0,,0,vexes,,,8,4,,,,,1,,,lanugage,nw,57.67634855,0,[nonword_response],subject-4.csv,597,0,0,0
51,,,0,,0,cycle,,,4,4,,,,,1,,,fnud,nw,57.43801653,0,[nonword_response],subject-4.csv,1055,0,0,0
51,,,0,,0,trillion,,,7,4,,,,,1,,,accuont,nw,57.37704918,0,[nonword_response],subject-4.csv,721,0,0,0
51,,,0,,0,slug,,,6,4,,,,,1,,,acecss,nw,57.14285714,0,[nonword_response],subject-4.csv,1032,0,0,0
51,,,0,,0,other,,,4,4,,,,,1,,,hnad,nw,56.91056911,0,[nonword_response],subject-4.csv,707,0,0,0
51,,,0,,0,enforced,,,4,4,,,,,1,,,fvie,nw,56.68016194,0,[nonword_response],subject-4.csv,986,0,0,0
51,,,0,,0,really,,,4,4,,,,,1,,,rian,nw,56.8,0,[nonword_response],subject-4.csv,947,0,0,0
51,,,0,,0,gunboat,,,7,4,,,,,1,,,absnece,nw,56.57370518,0,[nonword_response],subject-4.csv,976,0,0,0
51,,,0,,0,stippled ,,,4,4,,,,,1,,,fcae,nw,56.34920635,0,[nonword_response],subject-4.csv,971,0,0,0
51,,,0,,0,before,,,6,4,,,,,1,,,grwoth,nw,56.2992126,0,[nonword_response],subject-4.csv,911,0,0,0
51,,,0,,0,hoax,,,5,4,,,,,1,,,laeyr,nw,56.07843137,0,[nonword_response],subject-4.csv,925,0,0,0
51,,,0,,0,slush,,,8,4,,,,,1,,,pratcice,nw,56.0311284,0,[nonword_response],subject-4.csv,1445,0,0,0
51,,,0,,0,geese,,,5,4,,,,,1,,,stlye,nw,55.98455598,0,[nonword_response],subject-4.csv,670,0,0,0
51,,,0,,0,briskly,,,4,4,,,,,1,,,albe,nw,57.08955224,0,[nonword_response],subject-4.csv,451,0,0,0
51,,,0,,0,interest,,,4,4,,,,,1,,,aicd,nw,56.87732342,0,[nonword_response],subject-4.csv,837,0,0,0
51,,,0,,0,many,,,4,4,,,,,1,,,dnoe,nw,56.66666667,0,[nonword_response],subject-4.csv,1735,0,0,0
51,,,0,,0,inner,,,4,4,,,,,1,,,ctiy,nw,56.45756458,0,[nonword_response],subject-4.csv,485,0,0,0
51,,,0,,0,faith,,,6,4,,,,,1,,,acorss,nw,56.41025641,0,[nonword_response],subject-4.csv,489,0,0,0
51,,,0,,0,credit,,,4,4,,,,,1,,,crad,nw,56.72727273,1,[nonword_response],subject-4.csv,1473,0,0,0
51,,,0,,0,rethinks,,,6,4,,,,,1,,,acecpt,nw,56.52173913,0,[nonword_response],subject-4.csv,793,0,0,0
51,,,0,,0,reaches,,,6,4,,,,,1,,,timesr,nw,56.47482014,0,[nonword_response],subject-4.csv,1404,0,0,0
51,,,0,,0,fifty,,,6,4,,,,,1,,,afarid,nw,56.42857143,0,[nonword_response],subject-4.csv,316,0,0,0
51,,,0,,0,good,,,7,4,,,,,1,,,adavnce,nw,56.22775801,0,[nonword_response],subject-4.csv,674,0,0,0
51,,,0,,0,their,,,4,4,,,,,1,,,fodo,nw,56.02836879,0,[nonword_response],subject-4.csv,537,0,0,0
51,,,0,,0,toxic,,,4,4,,,,,1,,,tset,nw,56.18374558,1,[nonword_response],subject-4.csv,1736,0,0,0
51,,,0,,0,rugby,,,5,4,,,,,1,,,stgae,nw,56.14035088,0,[nonword_response],subject-4.csv,995,0,0,0
51,,,0,,0,coiled,,,5,4,,,,,1,,,shrot,nw,55.94405594,0,[nonword_response],subject-4.csv,1261,0,0,0
51,,,0,,0,have,,,5,4,,,,,1,,,sihgt,nw,55.74912892,0,[nonword_response],subject-4.csv,734,0,0,0
51,,,0,,0,glide,,,5,4,,,,,1,,,dorop,nw,56.05536332,1,[nonword_response],subject-4.csv,1510,0,0,0
51,,,0,,0,oval,,,7,4,,,,,1,,,hispter,nw,55.86206897,0,[nonword_response],subject-4.csv,1084,0,0,0
51,,,0,,0,less,,,5,4,,,,,1,,,fuond,nw,55.67010309,0,[nonword_response],subject-4.csv,612,0,0,0
51,,,0,,0,give,,,8,4,,,,,1,,,langugae,nw,55.63139932,0,[nonword_response],subject-4.csv,770,0,0,0
51,,,0,,0,year,,,7,4,,,,,1,,,hunderd,nw,55.44217687,0,[nonword_response],subject-4.csv,999,0,0,0
51,,,0,,0,canned,,,4,4,,,,,1,,,aggs,nw,55.74324324,1,[nonword_response],subject-4.csv,998,0,0,0
51,,,0,,0,ski,,,8,4,,,,,1,,,aicrraft,nw,55.70469799,0,[nonword_response],subject-4.csv,553,0,0,0
51,,,0,,0,eighth,,,6,4,,,,,1,,,atcion,nw,56.39344262,0,[nonword_response],subject-4.csv,341,0,0,0
51,,,0,,0,snuffles,,,5,4,,,,,1,,,moedl,nw,56.49350649,0,[nonword_response],subject-4.csv,797,0,0,0
51,,,0,,0,darn,,,6,4,,,,,1,,,agered,nw,57.05128205,1,[nonword_response],subject-4.csv,1266,0,0,0
51,,,0,,0,lifer ,,,4,4,,,,,1,,,hgus,nw,56.86900958,0,[nonword_response],subject-4.csv,963,0,0,0
51,,,0,,0,bile,,,4,4,,,,,1,,,ptah,nw,56.68789809,0,[nonword_response],subject-4.csv,1361,0,0,0
51,,,0,,0,larval,,,4,4,,,,,1,,,ofod,nw,56.78233438,0,[nonword_response],subject-4.csv,801,0,0,0
51,,,0,,0,large,,,4,4,,,,,1,,,wtis,nw,56.60377358,0,[nonword_response],subject-4.csv,644,0,0,0
51,,,0,,0,way,,,5,4,,,,,1,,,agere,nw,56.42633229,0,[nonword_response],subject-4.csv,1039,0,0,0
51,,,0,,0,barbed,,,5,4,,,,,1,,,folor,nw,56.38629283,0,[nonword_response],subject-4.csv,602,0,0,0
51,,,0,,0,fleet,,,6,4,,,,,1,,,adivce,nw,56.21118012,0,[nonword_response],subject-4.csv,790,0,0,0
51,,,0,,0,acid,,,5,4,,,,,1,,,adedd,nw,56.17283951,0,[nonword_response],subject-4.csv,844,0,0,0
51,,,0,,0,berate,,,8,4,,,,,1,,,ivnolved,nw,56.40243902,0,[nonword_response],subject-4.csv,246,0,0,0
51,,,0,,0,drubs,,,5,4,,,,,1,,,nugde,nw,56.23100304,0,[nonword_response],subject-4.csv,688,0,0,0
51,,,0,,0,recede,,,5,4,,,,,1,,,scoks,nw,56.36363636,1,[nonword_response],subject-4.csv,1255,0,0,0
51,,,0,,0,tides,,,5,4,,,,,1,,,muave,nw,56.19335347,0,[nonword_response],subject-4.csv,854,0,0,0
51,,,0,,0,people,,,6,4,,,,,1,,,numebr,nw,56.28742515,0,[nonword_response],subject-4.csv,275,0,0,0
51,,,0,,0,pelvic,,,6,4,,,,,1,,,strete,nw,56.25,0,[nonword_response],subject-4.csv,403,0,0,0
51,,,0,,0,recent,,,7,4,,,,,1,,,adrdess,nw,56.08308605,0,[nonword_response],subject-4.csv,392,0,0,0
51,,,0,,0,ozone,,,7,4,,,,,1,,,acheive,nw,56.04719764,0,[nonword_response],subject-4.csv,423,0,0,0
51,,,0,,0,fart,,,6,4,,,,,1,,,ocurse,nw,55.88235294,0,[nonword_response],subject-4.csv,505,0,0,0
51,,,0,,0,chilli,,,4,4,,,,,1,,,acll,nw,56.14035088,1,[nonword_response],subject-4.csv,970,0,0,0
51,,,0,,0,rapid,,,6,4,,,,,1,,,sprnig,nw,56.23188406,0,[nonword_response],subject-4.csv,1033,0,0,0
51,,,0,,0,chow,,,5,4,,,,,1,,,trdae,nw,56.4469914,0,[nonword_response],subject-4.csv,1182,0,0,0
51,,,0,,0,hostile,,,4,4,,,,,1,,,rnik,nw,56.41025641,0,[nonword_response],subject-4.csv,1571,0,0,0
51,,,0,,0,gimlet,,,6,4,,,,,1,,,coidng,nw,56.33802817,0,[nonword_response],subject-4.csv,1129,0,0,0
51,,,0,,0,funny,,,5,4,,,,,1,,,adlut,nw,56.17977528,0,[nonword_response],subject-4.csv,768,0,0,0
51,,,0,,0,want,,,5,4,,,,,1,,,scayl,nw,56.02240896,0,[nonword_response],subject-4.csv,1766,0,0,0
51,,,0,,0,secret,,,5,4,,,,,1,,,whsoe,nw,55.98885794,0,[nonword_response],subject-4.csv,945,0,0,0
51,,,0,,0,quickly,,,5,4,,,,,1,,,allwo,nw,55.95567867,0,[nonword_response],subject-4.csv,630,0,0,0
51,,,0,,0,meet,,,4,4,,,,,1,,,ogne,nw,56.28415301,0,[nonword_response],subject-4.csv,369,0,0,0
29,,,0,,0,bile,,,4,5,,,,,1,,,ptah,nw,90,1,[nonword_response],subject-5.csv,531,0,0,0
29,,,0,,0,coiled,,,5,5,,,,,1,,,shrot,nw,90.90909091,1,[nonword_response],subject-5.csv,546,0,0,0
29,,,0,,0,glide,,,5,5,,,,,1,,,dorop,nw,92.30769231,1,[nonword_response],subject-5.csv,511,0,0,0
29,,,0,,0,meet,,,4,5,,,,,1,,,ogne,nw,92.85714286,1,[nonword_response],subject-5.csv,688,0,0,0
29,,,0,,0,toxic,,,4,5,,,,,1,,,tset,nw,93.75,1,[nonword_response],subject-5.csv,503,0,0,0
29,,,0,,0,chow,,,5,5,,,,,1,,,trdae,nw,94.11764706,1,[nonword_response],subject-5.csv,534,0,0,0
29,,,0,,0,want,,,5,5,,,,,1,,,scayl,nw,95,1,[nonword_response],subject-5.csv,597,0,0,0
29,,,0,,0,recent,,,7,5,,,,,1,,,adrdess,nw,90.47619048,0,[nonword_response],subject-5.csv,546,0,0,0
29,,,0,,0,oval,,,7,5,,,,,1,,,hispter,nw,86.36363636,0,[nonword_response],subject-5.csv,1198,0,0,0
29,,,0,,0,ozone,,,7,5,,,,,1,,,acheive,nw,82.60869565,0,[nonword_response],subject-5.csv,882,0,0,0
29,,,0,,0,secret,,,5,5,,,,,1,,,whsoe,nw,84,1,[nonword_response],subject-5.csv,559,0,0,0
29,,,0,,0,reaches,,,6,5,,,,,1,,,timesr,nw,85.18518519,1,[nonword_response],subject-5.csv,709,0,0,0
29,,,0,,0,their,,,4,5,,,,,1,,,fodo,nw,82.75862069,0,[nonword_response],subject-5.csv,555,0,0,0
29,,,0,,0,snuffles,,,5,5,,,,,1,,,moedl,nw,85.29411765,1,[nonword_response],subject-5.csv,531,0,0,0
29,,,0,,0,rugby,,,5,5,,,,,1,,,stgae,nw,85.71428571,1,[nonword_response],subject-5.csv,546,0,0,0
29,,,0,,0,year,,,7,5,,,,,1,,,hunderd,nw,86.11111111,1,[nonword_response],subject-5.csv,782,0,0,0
