age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject,item,trans_prob
20,0,2,1,0,56231,hoary,5,594,1,1,again,0
20,19,2.71,1,6,10940,wheelchair,6,594,0,13,access,0.017160686
21,10,4.4,1,252,5078,large,5,594,1,16,adult,0.000444168
20,131,2.45,1,289,3304,whole,6,594,1,19,affair,0.000535834
21,21,3.32,1,201,7290,under,6,594,0,2,active,0.004194452
22,0,1.52,1,0,2682878,drubs,3,594,1,28,and,0
20,,,1,,,subject,4,594,1,30,arls,0
22,43,2.59,1,138,1600,red,5,594,0,31,alert,0.001453488
20,,,1,,,subject,4,594,0,4,arls,0
20,35,3.08,1,750,15891,our,7,595,1,1,account,0.000336821
19,,,1,,,lion,5,595,0,11,alogg,0
22,,,1,,,girl,5,595,1,12,anzed,0
20,17,2,1,7,56231,surfaced,5,595,0,13,again,0.038674033
20,0,2.27,1,0,262447,warren,3,595,0,13,all,0
21,0,1.52,1,0,2682878,drubs,3,595,1,14,and,0
21,10,2.12,1,1,117138,seeker,5,595,0,2,after,0.126582278
19,,,1,,,advance,6,595,0,23,ashluk,0
22,,,1,,,ways,6,595,0,31,almbed,0
20,103,2.73,1,111,10437,offer,6,595,0,32,advice,0.001386001
20,0,3.97,1,0,966,comely,6,595,0,32,aboard,0
20,37,3,1,19,8238,pan,3,595,0,7,add,0.085470085
20,43,2.59,1,138,1600,red,5,595,1,8,alert,0.001453488
21,0,2.86,1,0,22099,xylophone,6,596,1,10,action,0
20,,,1,,,month,4,596,0,13,abbs,0.000588755
21,35,3.08,1,750,15891,our,7,596,0,2,account,0.000336821
21,0,2.71,1,0,3597,opulent,5,596,1,20,abuse,0
19,10,3.97,1,259,966,back,6,596,0,23,aboard,0.000489
19,10,3.33,1,2,25748,airspace,5,596,0,23,above,0.117647059
19,131,2.45,1,289,3304,whole,6,596,1,27,affair,0.000535834
22,10,2.72,1,11,3941,shipped,6,596,1,28,abroad,0.022099448
19,24,2.27,1,3,262447,amidst,3,596,1,3,all,0.296370968
19,,,1,,,front,5,596,1,3,apths,0
20,21,3.32,1,201,7290,under,6,596,0,4,active,0.004194452
20,17,2,1,7,56231,surfaced,5,596,1,6,again,0.038674033
20,20,3.33,1,199,25748,face,5,596,0,7,above,0.000343073
21,43,2.59,1,138,1600,red,5,597,1,10,alert,0.001453488
22,13,3.97,1,26,966,climb,6,597,1,12,aboard,0.004906334
21,153,2.31,1,1375,5780,their,7,597,0,2,absence,0.0000422
21,,,1,,,nudge,6,597,1,20,awshed,0
19,100,3.14,1,125,4254,kept,5,597,0,23,alive,0.002446526
19,,,1,,,hugs,4,597,0,23,aths,0
22,,,1,,,table,6,597,1,28,amonte,0
20,,,1,,,march,6,597,1,30,ancsed,0
20,25,2.86,1,155,22099,common,6,597,0,32,action,0.000712368
20,10,3.48,1,103,1637,natural,6,597,0,32,allies,0.015857492
20,,,1,,,group,4,597,1,8,aizo,0
19,0,1.77,1,0,197116,acronym,5,597,1,9,about,0
19,,,1,,,socks,4,597,1,9,almn,0
20,,,1,,,form,6,598,1,1,arnths,0
21,0,2,1,0,56231,hoary,5,598,1,10,again,0
19,,,1,,,sound,6,598,0,11,awphth,0
21,10,2.59,1,19,1600,flood,5,598,1,14,alert,0.022222222
21,,,1,,,involved,5,598,1,14,arned,0
22,0,1.57,1,0,1159,nemesis,6,598,1,21,accord,0
20,10,2.74,1,8,15429,finite,6,598,1,25,amount,0.025316456
20,,,1,,,bed,8,598,1,25,aughntch,0
22,0,4.4,1,0,5078,saccade,5,598,1,28,adult,0
20,,,1,,,fire,5,598,1,30,aifes,0
21,,,1,,,forward,6,599,1,14,arthed,0
21,,,1,,,subject,4,599,1,14,arls,0
22,10,3.97,1,259,966,back,6,599,0,17,aboard,0.000489
21,,,1,,,group,4,599,1,18,aizo,0
21,10,1.45,1,395,2220,these,8,599,0,2,abstract,0.000112
21,,,1,,,comes,4,599,1,20,alve,0
21,35,3.08,1,750,15891,our,7,599,1,22,account,0.000336821
21,,,1,,,comes,4,599,1,22,alve,0
21,,,1,,,lead,5,599,1,22,aized,0
20,,,1,,,easy,3,599,1,25,ags,0
19,13,1.77,1,1,197116,brag,5,599,1,26,about,0.351351351
20,14,2.71,1,787,10940,any,6,599,1,8,access,0.0000886
20,19,2.71,1,6,10940,wheelchair,6,599,1,8,access,0.017160686
20,,,1,,,letter,5,600,1,1,ardge,0
21,,,1,,,month,4,600,1,10,abbs,0.000588755
19,,,1,,,saved,6,600,0,11,ashrim,0
20,,,1,,,forward,6,600,0,13,arthed,0
22,,,1,,,form,6,600,0,17,arnths,0
20,0,3.08,1,0,15891,oaf,7,600,1,19,account,0
21,,,1,,,bag,5,600,0,2,ampts,0
21,,,1,,,steam,5,600,1,20,amibe,0
22,0,4.11,1,0,19076,exclaim,3,600,1,21,air,0
21,,,1,,,bag,5,600,1,22,ampts,0
19,,,1,,,works,5,600,1,24,arnde,0
19,13,1.77,1,1,197116,brag,5,600,1,27,about,0.351351351
20,14,3.14,1,25,4254,eaten,5,600,1,29,alive,0.016528926
20,24,2.27,1,3,262447,amidst,3,600,0,32,all,0.296370968
19,10,3.07,1,144,25203,support,6,600,0,5,across,0.00187699
21,22,2.71,1,7,3597,racial,5,601,1,10,abuse,0.01875
19,13,2.71,1,597,3597,who,5,601,0,11,abuse,0.000174
21,100,3.14,1,125,4254,kept,5,601,1,16,alive,0.002446526
21,0,2.74,1,0,15429,chevron,6,601,1,16,amount,0
21,21,1.57,1,29,1159,lake,6,601,1,20,accord,0.010085729
19,,alemn,1,,,laminate,0,601,1,24,,0.010085729
19,,,1,,,force,6,601,1,26,aished,0
19,,,1,,,project,6,601,1,26,ainged,0
19,10,3.97,1,259,966,back,6,601,1,27,aboard,0.000489
22,,,1,,,hugs,4,601,1,28,aths,0
20,43,2.59,1,138,1600,red,5,601,0,32,alert,0.001453488
20,0,3,1,0,8238,quad,3,601,0,4,add,0
20,28,2.38,1,19,30410,scarcely,4,601,1,6,able,0.007159905
20,51,3.48,1,2,1637,wartime,6,601,1,8,allies,0.048710602
22,0,4.4,1,0,5078,saccade,5,602,0,17,adult,0
22,,,1,,,speech,4,602,0,17,atru,0
21,,,1,,,clearly,6,602,1,18,awcked,0
21,,,1,,,please,5,602,1,18,alned,0
20,,,1,,,table,6,602,1,19,amonte,0
21,,,1,,,manage,4,602,1,20,acth,0.016881827
21,0,4.11,1,0,19076,exclaim,3,602,1,22,air,0
21,,,1,,,city,5,602,1,22,awtch,0
19,,,1,,,group,4,602,0,23,aizo,0
19,0,2.71,1,0,10940,taxes,6,602,1,24,access,0
19,,,1,,,phone,6,602,1,24,athrex,0
19,0,4.11,1,0,19076,exclaim,3,602,1,26,air,0
19,0,4.11,1,0,19076,exclaim,3,602,1,3,air,0
20,11,4.11,1,122,19076,former,3,602,0,32,air,0.001237259
20,,,1,,,march,6,603,1,1,ancsed,0
22,,,1,,,excel,5,603,0,17,aifed,0
20,10,2.12,1,1,117138,seeker,5,603,1,19,after,0.126582278
20,,,1,,,works,5,603,1,19,arnde,0
21,51,3.48,1,2,1637,wartime,6,603,1,20,allies,0.048710602
20,21,3.32,1,201,7290,under,6,603,1,8,active,0.004194452
20,11,2.73,1,16,10437,cab,6,603,1,8,advice,0.01616031
20,0,2.38,1,0,30410,yonder,4,603,1,8,able,0
20,40,3.32,1,12,7290,chronic,6,604,1,1,active,0.006462985
20,,,1,,,comes,4,604,1,1,alve,0
20,0,2.27,1,0,262447,warren,3,604,1,1,all,0
19,,,1,,,art,5,604,0,11,ainde,0
22,10,2.59,1,19,1600,flood,5,604,1,12,alert,0.022222222
21,0,3.33,1,0,25748,dissemble,5,604,1,14,above,0
22,59,2.86,1,102,21857,modern,3,604,1,21,age,0.000758725
19,153,2.31,1,1375,5780,their,7,604,0,23,absence,0.0000422
22,24,2.46,1,342,27467,every,3,604,1,28,act,0.000772355
22,,,1,,,bed,8,604,1,28,aughntch,0
19,,,1,,,letter,5,604,1,3,ardge,0
22,0,2.59,1,0,1600,orate,5,604,0,31,alert,0
20,0,2.12,1,0,117138,trellis,5,604,0,32,after,0
20,0,2.27,1,0,262447,warren,3,604,1,8,all,0
21,21,1.57,1,29,1159,lake,6,605,1,15,accord,0.010085729
20,10,3.33,1,2,25748,airspace,5,605,1,19,above,0.117647059
20,0,2.27,1,0,262447,warren,3,605,1,19,all,0
22,19,2.71,1,6,10940,wheelchair,6,605,1,21,access,0.017160686
21,68,1.8,1,1,56208,grudge,7,605,1,22,against,0.352331606
19,0,1.52,1,0,2682878,drubs,3,605,0,23,and,0
19,0,3.97,1,0,966,comely,6,605,1,24,aboard,0
20,0,2.71,1,0,3597,opulent,5,605,1,25,abuse,0
19,33,2.72,1,148,3941,working,6,605,1,27,abroad,0.0007179
19,21,1.57,1,29,1159,lake,6,605,1,27,accord,0.010085729
20,11,4.11,1,122,19076,former,3,605,1,6,air,0.001237259
20,,,1,,,excel,5,605,1,8,aifed,0
19,35,2.38,1,2048,30410,or,4,605,1,9,able,0.0000324
19,,,1,,,front,5,606,0,11,apths,0
21,13,3.97,1,26,966,climb,6,606,1,15,aboard,0.004906334
20,,,1,,,hugs,4,606,1,19,aths,0
21,,,1,,,letter,5,606,1,20,ardge,0
19,22,2.71,1,7,3597,racial,5,606,0,23,abuse,0.01875
20,100,3.14,1,125,4254,kept,5,606,1,8,alive,0.002446526
20,11,2.73,1,16,10437,cab,6,607,1,1,advice,0.01616031
21,,,1,,,advance,6,607,1,10,ashluk,0
19,,,1,,,excel,5,607,0,11,aifed,0
21,11,2.73,1,16,10437,cab,6,607,1,22,advice,0.01616031
19,,,1,,,sheet,5,607,1,26,armth,0
19,100,3.14,1,125,4254,kept,5,607,1,27,alive,0.002446526
20,24,2.46,1,342,27467,every,3,607,1,29,act,0.000772355
19,15,3.07,1,4,25203,stumble,6,607,1,3,across,0.066037736
20,0,1.77,1,0,197116,acronym,5,607,0,32,about,0
20,100,3.14,1,125,4254,kept,5,607,0,32,alive,0.002446526
20,10,3.97,1,259,966,back,6,607,0,7,aboard,0.000489
20,10,2.72,1,11,3941,shipped,6,607,1,8,abroad,0.022099448
20,0,1.52,1,0,2682878,drubs,3,608,1,1,and,0
20,0,2.86,1,0,22099,xylophone,6,608,0,13,action,0
21,24,2.46,1,342,27467,every,3,608,1,14,act,0.000772355
21,10,1.52,1,1,2682878,acne,3,608,1,14,and,0.0746
22,10,4.4,1,252,5078,large,5,608,0,17,adult,0.000444168
22,0,3.07,1,0,25203,assemblage,6,608,0,17,across,0
21,40,3.32,1,12,7290,chronic,6,608,1,20,active,0.006462985
21,0,2.31,1,0,5780,ribbed,7,608,1,22,absence,0
19,10,3.07,1,144,25203,support,6,608,1,24,across,0.00187699
20,0,3,1,0,8238,quad,3,608,1,25,add,0
22,10,3.33,1,2,25748,airspace,5,608,1,28,above,0.117647059
22,,,1,,,force,6,608,1,28,aished,0
19,,,1,,,easy,3,608,1,3,ags,0
20,,,1,,,force,6,609,1,1,aished,0
22,,,1,,,connection,5,609,1,12,aunde,0
21,0,2.12,1,0,117138,trellis,5,609,1,14,after,0
21,0,2.38,1,0,30410,yonder,4,609,1,14,able,0
22,103,2.73,1,111,10437,offer,6,609,0,17,advice,0.001386001
21,37,3,1,19,8238,pan,3,609,1,18,add,0.085470085
22,14,2.27,1,295,262447,big,3,609,1,21,all,0.00121179
21,0,3.08,1,0,15891,oaf,7,609,1,22,account,0
19,,,1,,,ways,6,609,0,23,almbed,0
20,,,1,,,force,6,609,1,25,aished,0
20,35,2.86,1,4,22099,reflex,6,609,1,30,action,0.046321526
19,,,1,,,connection,5,609,1,9,aunde,0
21,37,3,1,19,8238,pan,3,610,1,14,add,0.085470085
21,22,2.71,1,7,3597,racial,5,610,1,15,abuse,0.01875
20,0,2,1,0,56231,hoary,5,610,1,19,again,0
20,,,1,,,poor,5,610,1,25,aphth,0
19,28,2.38,1,19,30410,scarcely,4,610,1,26,able,0.007159905
19,,,1,,,table,6,610,1,26,amonte,0
20,21,1.57,1,29,1159,lake,6,610,1,29,accord,0.010085729
20,0,2.74,1,0,15429,chevron,6,610,1,29,amount,0
20,15,3.07,1,4,25203,stumble,6,610,0,7,across,0.066037736
19,,,1,,,yearly,4,610,1,9,aoll,0
21,35,2.86,1,4,22099,reflex,6,611,1,10,action,0.046321526
21,,,1,,,lead,5,611,1,10,aized,0
22,11,4.11,1,122,19076,former,3,611,1,21,air,0.001237259
22,,,1,,,ways,6,611,1,28,almbed,0
22,0,3.33,1,0,25748,dissemble,5,611,0,31,above,0
22,0,2.71,1,0,3597,opulent,5,611,0,31,abuse,0
20,,,1,,,fire,5,611,0,32,aifes,0
20,25,2.86,1,155,22099,common,6,611,0,4,action,0.000712368
20,0,2.12,1,0,117138,trellis,5,611,1,6,after,0
20,14,2.71,1,787,10940,any,6,612,1,1,access,0.0000886
22,24,2.86,1,3,21857,bygone,3,612,1,12,age,0.155339806
21,11,2.73,1,16,10437,cab,6,612,1,14,advice,0.01616031
22,25,2.86,1,155,22099,common,6,612,1,21,action,0.000712368
19,,,1,,,city,5,612,0,23,awtch,0
19,0,3.08,1,0,15891,oaf,7,612,1,24,account,0
19,,,1,,,sheet,5,612,1,3,armth,0
20,59,2.86,1,102,21857,modern,3,612,1,30,age,0.000758725
19,281,1.52,1,143,2682878,few,3,612,0,5,and,0.001304734
19,,,1,,,lion,5,612,0,5,alogg,0
21,,,1,,,bag,5,613,1,16,ampts,0
21,0,2.27,1,0,262447,warren,3,613,0,2,all,0
21,,,1,,,please,5,613,1,20,alned,0
22,0,1.77,1,0,197116,acronym,5,613,1,21,about,0
21,11,2.45,1,16,3304,recruit,6,613,1,22,affair,0.041797283
21,0,4.4,1,0,5078,saccade,5,613,1,22,adult,0
19,40,3.32,1,12,7290,chronic,6,613,1,27,active,0.006462985
20,21,3.32,1,201,7290,under,6,613,1,30,active,0.004194452
20,0,3.08,1,0,15891,oaf,7,613,0,32,account,0
20,,,1,,,sound,6,613,0,4,awphth,0
20,0,3.14,1,0,4254,habitat,5,613,1,6,alive,0
20,,,1,,,steam,5,613,1,8,amibe,0
20,14,2.71,1,787,10940,any,6,614,0,13,access,0.0000886
21,24,2.46,1,342,27467,every,3,614,1,15,act,0.000772355
22,40,3.32,1,12,7290,chronic,6,614,0,17,active,0.006462985
21,,,1,,,advance,6,614,0,2,ashluk,0
21,,,1,,,fire,5,614,1,22,aifes,0
19,,,1,,,saved,6,614,0,23,ashrim,0
20,0,3.08,1,0,15891,oaf,7,614,0,4,account,0
19,10,4.4,1,252,5078,large,5,614,0,5,adult,0.000444168
20,,,1,,,tank,6,614,0,7,aruild,0
20,10,3.97,1,259,966,back,6,614,1,8,aboard,0.000489
19,0,1.57,1,0,1159,nemesis,6,615,0,11,accord,0
21,13,1.45,1,21,2220,purely,8,615,1,15,abstract,0.004290172
22,,,1,,,output,5,615,0,17,anths,0
20,,,1,,,connection,5,615,1,19,aunde,0
22,26,2.46,1,3,27467,wrongful,3,615,1,21,act,0.07804878
19,,,1,,,poor,5,615,0,5,aphth,0
20,21,3.32,1,201,7290,under,6,615,0,7,active,0.004194452
20,,,1,,,group,4,615,0,7,aizo,0
20,13,1.77,1,1,197116,brag,5,615,1,8,about,0.351351351
21,15,2.31,1,6,5780,virtual,7,616,1,16,absence,0.013559322
22,68,1.8,1,1,56208,grudge,7,616,0,17,against,0.352331606
21,51,3.48,1,2,1637,wartime,6,616,1,18,allies,0.048710602
21,100,3.14,1,125,4254,kept,5,616,1,20,alive,0.002446526
22,17,3,1,196,8238,four,3,616,1,21,add,0.000303523
22,13,1.77,1,1,197116,brag,5,616,1,21,about,0.351351351
22,,,1,,,coding,4,616,1,21,ance,0
20,11,2.45,1,16,3304,recruit,6,616,1,25,affair,0.041797283
19,10,3.07,1,144,25203,support,6,616,1,27,across,0.00187699
22,,,1,,,time,6,616,1,28,aphlar,0
20,10,4.4,1,252,5078,large,5,616,1,29,adult,0.000444168
20,,,1,,,market,5,616,1,29,awhus,0
20,,,1,,,month,4,616,0,32,abbs,0.000588755
20,13,1.45,1,21,2220,purely,8,616,1,6,abstract,0.004290172
20,0,3.08,1,0,15891,oaf,7,616,1,6,account,0
20,,,1,,,city,5,616,0,7,awtch,0
19,0,3.08,1,0,15891,oaf,7,616,1,9,account,0
21,0,2,1,0,56231,hoary,5,617,1,14,again,0
21,0,3.08,1,0,15891,oaf,7,617,1,20,account,0
20,0,3.33,1,0,25748,dissemble,5,617,1,25,above,0
22,,,1,,,involved,5,617,0,31,arned,0
20,,,1,,,city,5,617,0,32,awtch,0
20,12,2.12,1,220,117138,black,5,617,0,4,after,0.003132404
21,0,2.59,1,0,1600,orate,5,618,1,10,alert,0
22,37,3,1,19,8238,pan,3,618,1,12,add,0.085470085
21,,,1,,,sound,6,618,1,20,awphth,0
21,22,1.8,1,240,56208,white,7,618,1,22,against,0.000814531
19,12,2.12,1,220,117138,black,5,618,1,24,after,0.003132404
22,21,3.32,1,201,7290,under,6,618,0,31,active,0.004194452
20,,,1,,,excel,5,618,1,6,aifed,0
20,10,3.08,1,9,15891,graphic,7,618,0,7,account,0.018656716
20,24,2.86,1,3,21857,bygone,3,619,1,1,age,0.155339806
20,,,1,,,group,4,619,1,1,aizo,0
21,14,2.71,1,787,10940,any,6,619,1,14,access,0.0000886
21,17,3,1,196,8238,four,3,619,1,15,add,0.000303523
21,22,2.71,1,7,3597,racial,5,619,1,18,abuse,0.01875
20,10,2.59,1,19,1600,flood,5,619,1,19,alert,0.022222222
22,21,1.57,1,29,1159,lake,6,619,1,21,accord,0.010085729
19,11,2.73,1,16,10437,cab,6,619,0,23,advice,0.01616031
19,0,3,1,0,8238,quad,3,619,1,24,add,0
19,0,3.08,1,0,15891,oaf,7,619,1,26,account,0
19,11,2.74,1,109,15429,extra,6,619,1,27,amount,0.00199078
22,14,2.27,1,295,262447,big,3,619,1,28,all,0.00121179
20,51,3.48,1,2,1637,wartime,6,619,1,29,allies,0.048710602
22,25,2.86,1,155,22099,common,6,619,0,31,action,0.000712368
20,,,1,,,ways,6,619,1,8,almbed,0
21,,,1,,,field,5,620,1,14,apsed,0
22,11,2.74,1,109,15429,extra,6,620,0,17,amount,0.00199078
21,,,1,,,nudge,6,620,0,2,awshed,0
19,14,2.27,1,295,262447,big,3,620,0,23,all,0.00121179
19,21,3.32,1,201,7290,under,6,620,0,23,active,0.004194452
19,0,2,1,0,56231,hoary,5,620,0,23,again,0
19,,,1,,,raw,5,620,1,24,aiced,0
20,21,1.57,1,29,1159,lake,6,620,1,25,accord,0.010085729
19,35,2.38,1,2048,30410,or,4,620,1,26,able,0.0000324
22,,,1,,,group,4,620,1,28,aizo,0
20,,,1,,,works,5,620,0,7,arnde,0
19,0,2.38,1,0,30410,yonder,4,620,1,9,able,0
21,,,1,,,nudge,6,621,1,14,awshed,0
21,,,1,,,final,5,621,1,18,ainns,0
22,35,3.08,1,750,15891,our,7,621,1,28,account,0.000336821
22,,,1,,,excel,5,621,1,28,aifed,0
20,,,1,,,easy,3,621,1,29,ags,0
22,12,4.4,1,15,5078,mature,5,621,0,31,adult,0.006774362
19,0,2.59,1,0,1600,orate,5,621,0,5,alert,0
20,0,3.08,1,0,15891,oaf,7,621,1,8,account,0
19,,,1,,,knight,5,621,1,9,alide,0
20,0,1.8,1,0,56208,detritus,7,622,1,1,against,0
20,,,1,,,bed,8,622,1,1,aughntch,0
21,,,1,,,sound,6,622,1,10,awphth,0
21,,,1,,,bed,8,622,1,15,aughntch,0
21,0,1.52,1,0,2682878,drubs,3,622,1,18,and,0
21,,,1,,,comes,4,622,1,18,alve,0
21,0,2,1,0,56231,hoary,5,622,0,2,again,0
22,14,2.71,1,787,10940,any,6,622,1,21,access,0.0000886
21,10,2,1,119,56231,green,5,622,1,22,again,0.00177632
19,14,2.71,1,787,10940,any,6,622,1,24,access,0.0000886
20,0,2.86,1,0,22099,xylophone,6,622,1,25,action,0
22,,,1,,,comes,4,622,1,28,alve,0
20,281,1.52,1,143,2682878,few,3,622,1,30,and,0.001304734
20,0,2.45,1,0,3304,sable,6,622,0,4,affair,0
20,25,2.86,1,155,22099,common,6,622,0,7,action,0.000712368
19,0,3.07,1,0,25203,assemblage,6,622,1,9,across,0
19,,,1,,,tank,6,622,1,9,aruild,0
21,10,2,1,119,56231,green,5,623,1,15,again,0.00177632
19,22,2.71,1,7,3597,racial,5,623,1,24,abuse,0.01875
19,,,1,,,manage,4,623,1,26,acth,0.016881827
22,,,1,,,project,6,623,1,28,ainged,0
22,37,3,1,19,8238,pan,3,623,0,31,add,0.085470085
20,0,3,1,0,8238,quad,3,623,0,32,add,0
20,10,2.12,1,1,117138,seeker,5,623,0,7,after,0.126582278
20,0,3.48,1,0,1637,helix,6,623,0,7,allies,0
21,0,3.07,1,0,25203,assemblage,6,624,1,10,across,0
22,,,1,,,month,4,624,0,17,abbs,0.000588755
21,,,1,,,lion,5,624,1,18,alogg,0
21,0,2.86,1,0,21857,jink,3,624,0,2,age,0
22,22,2.71,1,7,3597,racial,5,624,1,21,abuse,0.01875
21,100,3.14,1,125,4254,kept,5,624,1,22,alive,0.002446526
21,35,2.86,1,4,22099,reflex,6,624,1,22,action,0.046321526
22,,,1,,,comes,4,624,0,31,alve,0
19,10,3.48,1,103,1637,natural,6,624,0,5,allies,0.015857492
20,,,1,,,letter,5,624,1,6,ardge,0
20,0,3,1,0,8238,quad,3,624,0,7,add,0
20,13,3.97,1,26,966,climb,6,624,1,8,aboard,0.004906334
21,0,3.97,1,0,966,comely,6,625,1,15,aboard,0
22,12,2.12,1,220,117138,black,5,625,0,17,after,0.003132404
21,336,1.77,1,1743,197116,with,5,625,1,22,about,0.0000261
19,0,3,1,0,8238,quad,3,625,1,26,add,0
22,24,2.27,1,3,262447,amidst,3,625,1,28,all,0.296370968
22,,,1,,,letter,5,625,1,28,ardge,0
20,,,1,,,force,6,625,1,30,aished,0
20,,,1,,,speech,4,625,1,30,atru,0
22,14,2.27,1,295,262447,big,3,625,0,31,all,0.00121179
19,10,3.08,1,9,15891,graphic,7,625,0,5,account,0.018656716
19,0,2.27,1,0,262447,warren,3,625,0,5,all,0
20,17,2,1,7,56231,surfaced,5,625,1,8,again,0.038674033
20,,,1,,,fire,5,625,1,8,aifes,0
20,10,3.97,1,259,966,back,6,626,1,1,aboard,0.000489
20,0,2.31,1,0,5780,ribbed,7,626,1,1,absence,0
21,10,2,1,119,56231,green,5,626,1,10,again,0.00177632
20,12,4.4,1,15,5078,mature,5,626,0,13,adult,0.006774362
21,11,2.73,1,16,10437,cab,6,626,1,16,advice,0.01616031
20,0,3.33,1,0,25748,dissemble,5,626,1,19,above,0
20,,,1,,,easy,3,626,1,19,ags,0
21,,,1,,,please,5,626,0,2,alned,0
20,281,1.52,1,143,2682878,few,3,626,1,29,and,0.001304734
20,,,1,,,letter,5,626,1,30,ardge,0
22,17,3,1,196,8238,four,3,626,0,31,add,0.000303523
19,51,3.48,1,2,1637,wartime,6,627,0,11,allies,0.048710602
22,11,2.73,1,16,10437,cab,6,627,1,12,advice,0.01616031
22,0,4.4,1,0,5078,saccade,5,627,1,12,adult,0
21,,,1,,,art,5,627,1,16,ainde,0
21,,,1,,,lion,5,627,1,16,alogg,0
22,,,1,,,letter,5,627,0,17,ardge,0
21,,,1,,,sheet,5,627,1,18,armth,0
20,15,2.31,1,6,5780,virtual,7,627,1,19,absence,0.013559322
22,10,3.33,1,2,25748,airspace,5,627,1,21,above,0.117647059
19,,,1,,,excel,5,627,1,24,aifed,0
20,35,2.86,1,4,22099,reflex,6,627,1,29,action,0.046321526
20,10,2.72,1,11,3941,shipped,6,627,0,32,abroad,0.022099448
20,,,1,,,market,5,627,0,32,awhus,0
19,40,3.32,1,12,7290,chronic,6,627,0,5,active,0.006462985
19,24,2.27,1,3,262447,amidst,3,627,1,9,all,0.296370968
20,,,1,,,involved,5,628,1,1,arned,0
21,14,2.27,1,295,262447,big,3,628,1,10,all,0.00121179
21,131,2.45,1,289,3304,whole,6,628,1,14,affair,0.000535834
21,11,2.73,1,16,10437,cab,6,628,1,18,advice,0.01616031
20,0,4.4,1,0,5078,saccade,5,628,1,19,adult,0
19,0,3.07,1,0,25203,assemblage,6,628,0,23,across,0
19,,,1,,,front,5,628,1,26,apths,0
22,0,2.38,1,0,30410,yonder,4,628,0,31,able,0
20,0,3.97,1,0,966,comely,6,628,0,4,aboard,0
20,0,1.52,1,0,2682878,drubs,3,628,0,4,and,0
19,,,1,,,speech,4,628,0,5,atru,0
20,51,3.48,1,2,1637,wartime,6,628,0,7,allies,0.048710602
20,0,2.86,1,0,21857,jink,3,629,0,13,age,0
20,,,1,,,sheet,5,629,0,13,armth,0
21,40,3.32,1,12,7290,chronic,6,629,0,2,active,0.006462985
22,0,1.52,1,0,2682878,drubs,3,629,1,21,and,0
19,37,3,1,19,8238,pan,3,629,0,23,add,0.085470085
19,,,1,,,ways,6,629,1,24,almbed,0
19,0,3.48,1,0,1637,helix,6,629,1,26,allies,0
22,22,2.71,1,7,3597,racial,5,629,1,28,abuse,0.01875
20,11,2.45,1,16,3304,recruit,6,629,0,4,affair,0.041797283
19,37,3,1,19,8238,pan,3,629,0,5,add,0.085470085
20,33,2.72,1,148,3941,working,6,629,1,6,abroad,0.0007179
20,,,1,,,advance,6,629,1,6,ashluk,0
20,,,1,,,comes,4,629,0,7,alve,0
21,15,2.31,1,6,5780,virtual,7,630,1,10,absence,0.013559322
22,22,1.8,1,240,56208,white,7,630,1,12,against,0.000814531
22,24,2.27,1,3,262447,amidst,3,630,1,12,all,0.296370968
21,59,2.86,1,102,21857,modern,3,630,1,14,age,0.000758725
21,,,1,,,market,5,630,1,15,awhus,0
22,,,1,,,bed,8,630,0,17,aughntch,0
21,10,2,1,119,56231,green,5,630,1,18,again,0.00177632
20,35,2.86,1,4,22099,reflex,6,630,1,19,action,0.046321526
21,,,1,,,course,7,630,0,2,aughthe,0
21,,,1,,,mug,6,630,1,20,alched,0
21,10,3.48,1,103,1637,natural,6,630,1,22,allies,0.015857492
20,,,1,,,form,6,630,1,25,arnths,0
20,,,1,,,market,5,630,1,25,awhus,0
19,,,1,,,saved,6,630,1,27,ashrim,0
20,0,2.59,1,0,1600,orate,5,630,0,32,alert,0
20,,,1,,,course,7,630,0,32,aughthe,0
20,0,2.86,1,0,21857,jink,3,630,0,4,age,0
20,37,3,1,19,8238,pan,3,630,1,8,add,0.085470085
20,,,1,,,works,5,631,1,1,arnde,0
20,0,2.71,1,0,10940,taxes,6,631,1,1,access,0
20,336,1.77,1,1743,197116,with,5,631,1,19,about,0.0000261
19,68,1.8,1,1,56208,grudge,7,631,1,26,against,0.352331606
20,0,3.14,1,0,4254,habitat,5,631,0,4,alive,0
20,33,2.72,1,148,3941,working,6,631,1,8,abroad,0.0007179
20,,,1,,,final,5,632,1,1,ainns,0
19,13,3.97,1,26,966,climb,6,632,0,11,aboard,0.004906334
19,0,2.71,1,0,10940,taxes,6,632,0,11,access,0
19,,,1,,,comes,4,632,0,11,alve,0
22,0,2.73,1,0,10437,ley,6,632,1,12,advice,0
21,0,2.12,1,0,117138,trellis,5,632,1,15,after,0
21,0,4.4,1,0,5078,saccade,5,632,1,16,adult,0
20,0,2.12,1,0,117138,trellis,5,632,1,19,after,0
21,10,3.97,1,259,966,back,6,632,1,20,aboard,0.000489
21,10,3.08,1,9,15891,graphic,7,632,1,20,account,0.018656716
22,10,3.97,1,259,966,back,6,632,1,28,aboard,0.000489
22,131,2.45,1,289,3304,whole,6,632,1,28,affair,0.000535834
19,0,1.52,1,0,2682878,drubs,3,632,1,3,and,0
20,0,3.97,1,0,966,comely,6,632,1,6,aboard,0
21,17,2,1,7,56231,surfaced,5,633,1,10,again,0.038674033
